STRID,LAN,Remark
npctalk5015,"Trong lúc ma ğÕo ğang thách thÑc thª lñc cüa chánh phái, chúng ta phäi tång cß¶ng ğ« phòng, t¤t cä vì bäo v® tr§t tñ cüa Chân Tu Gi¾i.",
npctalk5016,"Nªu không nh¶ häo hæu cüa ta là VÕn Miêu Tiên Cô HÑa Phi Nß½ng tiªt lµ thì ta cûng không biªt ğªn nhæng ác ğÑc cüa b÷n Chu H°ng. Mu¯n cäi tà quy chánh ğâu phäi d­ dàng!",
npctalk5017,"L¥n này th§t ch¸u thua lão c§u c§u, mµt mình bö ği tiêu diêu tÕi Tuyªt S½n ğ¬ cho lû lão nhân này gánh vác m÷i thÑ.",
npctalk5018,"Có th¬ tiêu di®t m¯i ğÕi h÷a tÕi Bách Man S½n trß¾c khi b¥n ğÕo tu thành chánh quä cûng là mµt ğÕi công ğÑc mà b¥n ğÕo ğ¬ lÕi cho tµc Tiên C¥m.",
npctalk5019,"Do không th¬ ğích thân di chuy¬n nên b¥n ğÕo ğã sØ døng Nguyên Th¥n Xu¤t NgoÕi chi thu§t ğ¬ thám thính tình báo, h² trş chánh phái.",
npctalk5020,"Lão nÕp bái nh§p Ph§t Môn không lâu nên vçn chßa th¬ nhu¥n nhuy­n phép Nguyên Th¥n Xu¤t NgoÕi. Do ğó nguyên th¥n chï có th¬ ğªn khu vñc g¥n Nguy®t Long Thôn.",
npctalk5021,"Nªu không nh¶ häo hæu cüa ta là VÕn Miêu Tiên Cô HÑa Phi Nß½ng tiªt lµ thì ta cûng không biªt ğªn nhæng ác ğÑc cüa b÷n Chu H°ng. Mu¯n cäi tà quy chánh ğâu phäi d­ dàng!",
npctalk5022,"L¥n này th§t ch¸u thua lão c§u c§u, mµt mình bö ği tiêu diêu tÕi Tuyªt S½n ğ¬ cho lû lão nhân này gánh vác m÷i thÑ.",
npctalk5023,"Có th¬ tiêu di®t m¯i ğÕi h÷a tÕi Bách Man S½n trß¾c khi b¥n ğÕo tu thành chánh quä cûng là mµt ğÕi công ğÑc mà b¥n ğÕo ğ¬ lÕi cho tµc Tiên C¥m.",
npctalk5026,"Hic.. Th§t h¯i h§n khi không nghe l¶i cüa lão gia gia, tr¯n ği ch½i tÕi Bách Man S½n nên b¸ trúng yêu phép. Nªu may m¡n thoát nÕn l¥n này, nh¤t ğ¸nh phäi v« tÕ l²i cùng gia gia!",
npctalk5027,"Tr¶i ½i, chuy®n l¾n r°i! T× trong Bách Man S½n chui ra vô s¯ ğµc v§t ğµc trùng, cÑ th¤y ngß¶i là c¡n. Mau nghî cách ği, cÑu ngß¶i quan tr÷ng!",
npctalk5030,"Ngû lôi mãnh tß¾ng, höa xa tß¾ng quân, ğäo ğiên ğ¤t tr¶i, khu lôi bôn vân, thiên vÕn ğÕo quân, th¯ng lînh th¥n binh, khai kÏ c¤p tri®u, không ğßşc phép d×ng. C¤p c¤p nhß lu§t l®nh!",
npctalk5031,"TÕi hÕ v¯n vô danh, vô danh chính tên tÕi hÕ. Cä ğ¶i ği ği lÕi lÕi, hành tung bí ¦n..",
npctalk5032,"Ngß¶i xßa hay nói 'cüa ít lòng nhi«u', chúng tôi cung c¤p d¸ch vø thß tín cao c¤p, giúp cho tình cäm cüa các ğÕo hæu luôn væng b«n.",
npctalk5033,"Th§t xui xëo, lÕi b¸ phái ğªn ğây ğäm trách công vi®c. — ğây làm ån khó khån l¡m! B¤t c¦n là tiêu mÕng ngay! Có gì thì nói mau ği, ta b§n l¡m!",
npctalk5034,"Ph§t t± quan âm chß th¥n phù hµ! Phù hµ cho con không b¸ b÷n yêu ma cß¶ng ğÕo phát hi®n! Không ai th¤y tui! Không ai th¤y tui!",
npctalk5035,"Nhân sâm bài ğµc, ti¬u tØ h° giäi công, cam thäo tr¥n bì hÕ nhi®t.. Ùm, toàn là häo thäo dßşc!",
npctalk5038,"Ğây là n½i t¯t ğ©p, hãy t§n døng sÑc mÕnh cüa ı chí!",
npctalk5053,"Tªt Ğoan Ng÷ vui vë! Chúc chß v¸ kÏ hi®p tiªp tøc c¯ g¡ng, luy®n ğßşc häo bän lînh, träm yêu tr× ma, tr× hÕi cho dân.",
npctalk5082,"Ôi., Ğµng Huy«n Tiên Bà nh¤t quyªt không ch¸u buông tha cho tinh linh b÷n ta, ğµc tính ngày mµt phát tác mÕnh h½n, nªu không có thu¯c giäi thì t¤t cä ğành phäi trúng ğµc mà chªt tÕi n½i ğây.",
npctalk5120,"N½i này th§t là kÏ quái, cÑ ch¯c ch¯c lÕi n±i lên tr§n gió ğµc lÕnh bu¯t xß½ng. Xem ra b÷n yêu ma · ğâu không th¬ xem thß¶ng, c¥n ğ« cao cänh giác.",
npctalk5121,"V¸ ğÕi hi®p này quá ğa l­ r°i. B¥n ğÕo là mµt trong La Phù Th¤t Tiên cüa Nga My phái, tên là VÕn Lí Phi H°ng Ğ°ng Nguyên KÏ. L¥n này tuy Nho Thích Tam Giáo liên thü hşp công Nam Phß½ng Ma Giáo, nhßng lu§n v« quân s¯ thì chúng ta lÕi không mÕnh b¢ng, ğây quä là vi®c không d­!",
npctalk5122,"Càn Thiên Lôi Linh Châu v¯n là bäo v§t tr¤n s½n cüa b±n phái, gi¶ lÕi r½i vào tay cüa yêu ma, khiªn cho sß môn r¯i loÕn. Ta th« nh¤t quyªt phäi tiêu di®t b÷n tà ğÕo này!",
npctalk5123,"Khi thí chü ngµ ra ğßşc chúng sinh thiên hÕ không có khoäng cách thì cûng là lúc ğã lînh hµi ğßşc vô thß½ng ğÕi ğÕo cüa Ph§t pháp, t× ğó s¨ không còn sş b÷n ma quÖ qu¤y phá.",
npctalk5124,"Chï tiªc ti¬u tång bän lînh non n¾t, lúc h² trş cho b±n môn S½n môn hµ pháp giao ğ¤u v¾i b÷n yêu ma ğã dùng quá sÑc, b¢ng không ğâu b¸ ép ğªn thª này!",
npctalk5125,"T± sß b±n phái là ¿u Ğàm Th¥n Ni, thß¶ng lu§n bàn Ph§t pháp v¾i BÕch Mi Lão Thi«n Sß, vì thª b±n phái cûng ği theo Ph§t môn, l¤y vi®c t× bi ğµ thª làm ğß¶ng tu ğÕo.",
npctalk5126,"Lão phu là trang chü Khoái HoÕt Thôn · CØu Hoa S½n, do may m¡n ğßşc Thanh Thành phái Cñc LÕc Chân Nhân chï ği¬m. Tuy ta chßa t×ng bái Cñc LÕc Chân Nhân làm sß phø, nhßng vi®c cüa Thanh Thành cûng là vi®c cüa ta, tên g÷i Løc Ğ¸a Kiªm Tiên không phäi là hß danh!",
npctalk5127,"L¥n này chính ğÕo liên thü t¤n công Bách Man S½n, tuy khí thª ngút tr¶i, nhßng khó khån cûng ch°ng ch¤t. Phái Thanh Thành ta cûng chï ğªn ğßşc 2 ngß¶i là Khß½ng m² ta và Løc Mçn, không ğßşc ğông nhß Nga My! Chï có cách gia tång lñc lßşng m¾i mong ğánh bÕi ğßşc b÷n yêu ma.",
npctalk5128,"Ğşi ğánh xong tr§n này thì sß tôn cûng s¨ công ğÑc viên mãn, phi thång tiên gi¾i. Ôi, thiên ğ¸a tß½ng cách, biªt ğªn bao gi¶ m¾i ğßşc g£p lÕi?",
npctalk5129,"Chà, lu°ng tà khí quá n£ng! ChÆng khác gì gió dß¾i âm ty ğ¸a phü, chÆng lë không tìm ğßşc cáh giäi quyªt vi®c này sao?",
npctalk5130,"Không biªt vì sao g¥n ğây ta luôn cäm th¤y trong quân ta có nhæng hành vi ám muµi. ChÆng l¨ ğã có kë làm tay sai cho ma giáo? Lão nÕp phäi ği«u tra xem sao.",
npctalk5133,"Th§t là ğáng chªt! Nªu ta biªt Xích Thân Ğµng và Bách Man S½n thông v¾i nhau thì b÷n Ngû Ğµc Thiên Vß½ng Li®t Bá Ğa tuy®t ğ¯i không th¬ làm ta nao núng, ai mà ng¶ ğßşc lÕi b¸ b÷n chúng t§p kích thª này chÑ.",
npctalk5134,"Ğ×ng hi¬u l¥m, ta không phäi là b÷n yêu ma ğó, chï vì trúng phäi Ğµc C± cüa Ğµng Huy«n Tiên Bà trong ğó nên m¾i thành ra thª này. Th§t là h÷a giáng xu¯ng ğ¥u!",
npctalk5135,"Các v¸ kÏ hi®p có hÑng thú xem qua v§t ph¦m này không? V§t này ğßşc luy®n chª theo phß½ng thÑc thßşng c± lßu truy«n, s· hæu sÑc mÕnh th¥n kÏ!",
npctalk5146_02_19,"Bách Man S½n Âm Phong Ğµng",
npctalk5146_13,"L¯i vào Bách Man S½n Âm Phong Ğµng · ngay ğây, các ngß½i c¥n hªt sÑc th§n tr÷ng, b÷n yêu ma tÕi ğây vô cùng hung tşn, không th¬ xem thß¶ng!",
npctalk5146_19,"L¯i vào Bách Man S½n Âm Phong Ğµng",
npctalk5147_02_19,"Bách Man S½n Âm Phong Ğµng",
npctalk5147_13,"Nhân lúc truy binh còn chßa ğªn, hãy mau chóng r¶i khöi thôi, c¥n báo ngay m÷i vi®c tÕi ğây cho ngß¶i bên ngoài biªt!",
npctalk5147_19,"R¶i khöi Bách Man S½n Âm Phong Ğµng",
npctalk5172_01_12,"Hä? Mµt n½i bí ¦n nhß thª mà ngß½i cûng tìm ğßşc, xem ra ngß½i có ı ğªn tìm ngß¶i trong ğó. Ğáng tiªc, chuyªn ği này cüa ngß½i có vë không d­ dàng r°, sau khi vào trong ğó, ta e lành ít dæ nhi«u.",
npctalk5172_01_18,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5172_01_24,"Ğã xong",
npctalk5172_13,"Ğáng tiªc, xem ra ğã có ngß¶i nhanh h½n mµt bß¾c, có l¨ ğÕi hi®p c¥n ch¶ ğşi, xem tình hình biªn chuy¬n thª nào r°i hÇng li®u b« cûng không muµn!",
npctalk5173_01_12,"Ngß½i ch¡c ch¡n là ğã không ğªn nh¥m n½i? V§y thì hãy sÇn sàng, nhßng ngß½i cûng c¥n c¦n th§n, träi qua mµt th¶i gian dài nhß v§y, trong ¤y gi¶ là nhân gian hay ğ¸a ngøc ngay cä ta cûng không dám ch¡c. Mµt khi ğã bß¾c vào trong thì chuy®n sinh tØ chï còn biªt phó thác thiên m®nh!",
npctalk5173_01_18,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5173_01_24,"Ğã xong",
npctalk5174_01_12,"Kë ğang ğªn là ai? N½i này ¦n chÑa m§t quyªt chí cao ngh¸ch thiên cäi m®nh cüa ma ğÕo, vì v§y ta khuyên các ngß¶i hãy mau chóng r¶i khöi ğ¬ tránh chu¯c h÷a vào thân, còn nªu có th¬ chÑng tö ğßşc thñc lñc cüa mình thì ta ğây s¨ không cän ğß¶ng!",
npctalk5174_01_18,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5174_01_24,"Ğã xong",
npctalk5175_01_12,"V¸ ğÕi hi®p này xin d×ng bß¾c! Ğây không phäi là n½i có th¬ tùy ti®n vào, nªu chßa sÇn sàng ho£c thñc lñc không ğü thì ch¾ mÕo hi¬m bß¾c vào, không nghe l¶i ta chï có th¸t nát xß½ng tan!",
npctalk5175_01_18,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5175_01_24,"Ğã xong",
npctalk5176_01_12,"KÏ hi®p có th¬ ğªn ğßşc bß¾c này thì cûng coi nhß ğã g¥n k« thiên ğÕo, nªu tiªp tøc tiªn t¾i thì s¨ là trái m®nh tr¶i, sinh và tØ s¨ chï còn cách nhau trong mµt chân t½ k¨ tóc, kÏ hi®p hãy suy xét cho kÛ!",
npctalk5176_01_18,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5176_01_24,"Ğã xong",
npctalk5177_01_12,"Th§t là tuy®t! Ğây là tr§n ğ¯i chiªn k¸ch li®t nh¤t mà ta t×ng chÑng kiªn, th§t không ng¶ lÕi có ngß¶i có gan khiêu chiªn v¾i Ngû Hành Hµ Pháp Äo Linh.",
npctalk5177_01_18,"Bây gi¶ s¨ r¶i khöi ğây?",
npctalk5177_01_24,"Ğã xong",
npctalk5218,"Thiên Hóa Thôn Truy«n Ngôn có th¬ có liên quan v¾i Huyªt Tinh Linh M§t Ğµng.",
npctalk5219,"C¥u mong Ph§t T± phù hµ dân chúng Vân Linh S½n tai qua nÕn khöi.",
npctalk5220,"B§n chªt ği ğßşc. G¥n ğây trong Thành Ğô hay xäy ra nhi«u chuy®n kÏ quái. Ngß½i có phäi cûng liên quan ğªn b÷c t£c tØ ğó?",
npctalk5221,"Thì ra H¡c Phong TrÕi lÕi có âm mßu l¾n v§y! C¥n mau chóng báo chuy®n này cho Châu ĞÕi Ca.",
npctalk5222,"KÏ hi®p xin d×ng bß¾c! Ti¬u næ ğang tìm mµt loÕi linh dßşc g÷i là Thanh Sß½ng BÕch Tuyªt, ğÕi hi®p có biªt loÕi linh dßşc này m÷c · ğâu không?",
npctalk5223,"Mùa ğông · Tuyªt S½n Thôn còn lÕnh h½n bây gi¶ nhi«u. Bây gi¶ mà không chu¦n b¸ thì ğªn ğông s¨ không ch¸u n±i ğâu.",
npctalk5224,"G¥n ğây tÕi Thanh Vi­n Tñ hay xäy ra chuy®n kÏ quái, ¡t hÆn là ğang có âm mßu gì.",
npctalk5225,"Huy«n quan Thanh Loa S½n có thiªt kª th§t tinh di®u. Tuy là kë ğ¸ch nhßng tÕi hÕ cûng không khöi khâm phøc cao nhân ğã tÕo ra cánh c±ng này.",
npctalk5226,"Gi¶ ğây các Kiªm Tiên trong Doanh trÕi QuÖ H¯ng Lâm chính là ğÕi ân nhân cüa Mã Hùng Thôn chúng tôi! Chút lß½ng thäo này có là gì chÑ!",
npctalk5227,"Thanh Thüy Bá g£p nÕn, Læ Thôn và Tr¥n Gia Trang ğã không ra tay tß½ng trş, lÕi còn th×a c½ tiªn ğánh! Th§t là ğáng h§n!",
npctalk5228,"Ta phøng m®nh Nha Lâm TrÕi Trß·ng Lão ğªn Thành Ğô ğ¬ tìm Châu ğÕi hi®p. KÏ hi®p c¥n höi gì?",
npctalk041_2,"Tiªn vào Vân Linh S½n VÕn Trúc Gian",
npctalk041_3,"Vân Linh S½n VÕn Trúc Gian",
npctalk5305,"Ph§t Hoa chÑa ğñng sÑc mÕnh chính nghîa vô biên, có nó trong tay và ğÕo hæu b¯n phß½ng, ta quyªt bäo v® yên bình cho Tam Gi¾i. HŞi ngß¶i thß½ng, có th¬ cùng nhau s¯ng tr÷n kiªp này là ß¾c nguy®n cüa ta.",
npctalk5306,"Ta th§t sñ r¤t thích n½i này vì có th¬ có ğßşc mµt cuµc s¯ng hÕnh phúc v¾i ngß¶i ta yêu! Ta nghî trên thª gian này, sÑc mÕnh to l¾n nh¤t chính là tình yêu!",
npctalk5308_1,"Ğây là ği¬m b¡t ğ¥u cüa Vi®t Dã Tï Thí S½ C¤p, chï có kÏ hi®p c¤p ğµ 30-40 m¾i có th¬ tham gia. Ğång kı t× 20h các ngày thÑ hai, tß, sáu ğ¬ tï thí. Ğß¶ng ğua b¡t ğ¥u t× ğây ğªn Nga My S½n Môn. Trên ğß¶ng s¨ có các ği¬m ghi nh§n, khi chÕy qua s¨ có d¤u hi®u báo. Nªu không ğánh d¤u tÕi ği¬m ghi nh§n ğ¥y ğü thì cho dù ğªn ğích vçn không tính thành tích.",
npctalk5308_2,"Vi®t Dã Tï Thí s¡p b¡t ğ¥u, kÏ hi®p hãy chu¦n b¸! Các thí sinh s¨ ğßşc d¸ch chuy¬n ğªn ğß¶ng ğua. ĞoÕn ğß¶ng Vi®t Dã s¨ chÕy t× ğây ğªn Nga My S½n Môn. Trên ğß¶ng s¨ có các ği¬m ghi nh§n, khi chÕy qua s¨ có d¤u hi®u báo. Nªu không ğánh d¤u tÕi ği¬m ghi nh§n ğ¥y ğü thì cho dù ğªn ğích vçn không tính thành tích. 22h cuµc ğua kªt thúc.",
npctalk5308_3,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5308_4,"Ğã xong",
npctalk5309_1,"Ğây là ği¬m b¡t ğ¥u cüa Vi®t Dã Tï Thí Cao C¤p, chï có kÏ hi®p c¤p ğµ 30-40 m¾i có th¬ tham gia. Ğång kı t× 20h các ngày thÑ hai, tß, sáu ğ¬ tï thí. Ğß¶ng ğua b¡t ğ¥u t× ğây ğªn Nga My S½n Môn. Trên ğß¶ng s¨ có các ği¬m ghi nh§n, khi chÕy qua s¨ có d¤u hi®u báo. Nªu không ğánh d¤u tÕi ği¬m ghi nh§n ğ¥y ğü thì cho dù ğªn ğích vçn không tính thành tích.",
npctalk5309_2,"Vi®t Dã Tï Thí s¡p b¡t ğ¥u, kÏ hi®p hãy chu¦n b¸! Các thí sinh s¨ ğßşc d¸ch chuy¬n ğªn ğß¶ng ğua. ĞoÕn ğß¶ng Vi®t Dã s¨ chÕy t× ğây ğªn Nga My S½n Môn. Trên ğß¶ng s¨ có các ği¬m ghi nh§n, khi chÕy qua s¨ có d¤u hi®u báo. Nªu không ğánh d¤u tÕi ği¬m ghi nh§n ğ¥y ğü thì cho dù ğªn ğích vçn không tính thành tích. 22h cuµc ğua kªt thúc.",
npctalk5309_3,"Ngß½i ğã chu¦n b¸ xong chßa?",
npctalk5309_4,"Ğã xong",
npctalk5333_1,"Không có vi®c thì hãy mau chóng r¶i khöi ğây ği, còn trë nhß v§y sao ğã mu¯n tìm cái chªt?",
npctalk5333_2,"R¶i khöi Vân Linh S½n VÕn Trúc Gian",
npctalk5333_3,"Vân Linh S½n VÕn Trúc Gian",
npctalk5500,"Phù.. M®t quá ği m¤t! Cái n½i quÖ quái này sao mà khó ği thª c½ chÑ, ta s¯ng · ğây ğã mß¶i m¤y nåm mà chßa bao gi¶ phát hi®n ra, th§t là kÏ lÕ!",
npctalk5501,"Nghe nói trong Thøc S½n có tiên gia xu¤t hi®n, không biªt khi nào m¾i may m¡n ğßşc g£p tiên ông hay tiên bà ğây?",
npctalk5502,"Mu¯n tr¸ b®nh hß huyªt thì phäi sØ døng các loÕi dßşc li®u dß½ng nhi®t. Tiªc r¢ng · ğây lÕi thiªu th¯n, th§t ğau ğ¥u!",
npctalk5503,"Ngñ kiªm phi phong, tr× ma thiên hÕ. Nh§t nguy®t tß½ng phùng, mÛ tØu tiên gia.. ĞÕo hæu, có rßşu ngon không?",
npctalk5504,"Ôi.. Lão phu nay ğã sÑc tàn lñc ki®t, sau này chï e s¨ kh± cho hai ğÑa trë..",
npctalk5505,"Ha ha ha, hay quá, t¯i nay có canh gà ån r°i! Nªu không phäi b÷n súc sinh này phá phách tñ tìm ğªn cái chªt thì ta ğâu có bæa ngon nhß v§y!",
npctalk5506,"Mµt hai ba, ba hai mµt, trß¾c sau gì ta cûng tóm ğßşc thôi! Ha ha, mau ra ği thôi!",
npctalk5507,"XuÜt.. Ğ×ng gây tiªng ğµng këo b¸ Bäo Nhi phát hi®n là không xong ğâu.",
npctalk5508,"XuÜt.. Ğ×ng gây tiªng ğµng këo b¸ Bäo Nhi phát hi®n là không xong ğâu.",
npctalk5509,"XuÜt.. Ğ×ng gây tiªng ğµng këo b¸ Bäo Nhi phát hi®n là không xong ğâu.",
npctalk5510,"XuÜt.. Ğ×ng gây tiªng ğµng këo b¸ Bäo Nhi phát hi®n là không xong ğâu.",
npctalk5511,"Th§t không nên tin lão HÕ H¥u, nh§p dßşc li®u ki¬u gì mà v¯n cûng không l¤y lÕi ğßşc. Ğúng kh± mà!",
npctalk5512,"Cho mµt ít hành, 4 miªng g×ng tß½i, mµt ít quª và cao thang cñc ph¦m cüa ta næa thì s¨ có ngay món canh cá tuy®t häo hÕng.",
npctalk5513,"M÷i ngß¶i hãy c¯ lên, trong cuµc thi Hoa ğång tªt Nguyên Tiêu nåm nay, thôn ta nh¤t ğ¸nh s¨ giành giäi nh¤t!",
npctalk5515,"Thu hoÕch nåm nay lÕi kém h½n nåm ngoái r°i, phäi höi thåm HÕ H¥u ğÕi phu xem có cách nào di®t trùng hi®u quä không?",
npctalk5516,"Phu phø ta ch¤t phác làm ån, ai ng¶ g£p h÷a ác trùng, khiªn cho cuµc s¯ng phiêu diêu.",
npctalk5517,"Có træ lß½ng nào c¥n v§n chuy¬n không? C¦n th§n b÷n chuµt · ğây ğó, v×a to v×a dæ!",
npctalk5532,"B±n thiªu gia h÷ Châu tên Ğß¶ng, v¯n ngß¶i Du Châu, luôn ao ß¾c ğßşc t¥m tiên v¤n ğÕo. Tr¶i không phø lòng ngß¶i, ta ğã ğßşc mãn nguy®n. Nªu ğÕo hæu có cùng chí hß¾ng thì hãy ği v« phía Tê Vân Ğµng, ¡t s¨ g£p tiên duyên.",
npctalk5532_01_12,"H×! Cu°ng ğ° to gan, dám l¤y thánh dßşc cüa tiên nhân à? B÷n các ngß½i hôm nay xui xëo r°i, hãy xem b±n ğÕi gia tr×ng tr¸ thª nào!",
npctalk5532_01_18,"Thª nào? Bây gi¶ h¯i h§n cûng vçn k¸p ğ¤y.",
npctalk5532_01_24,"H×, th§t không ng¶ cu°ng ğ° nhß ngß½i cûng có bän lînh nhß v§y!",
npctalk5542,"Ngñ kiªm phi phong, tr× ma thiên hÕ. Nh§t nguy®t tß½ng phùng, mÛ tØu tiên gia.. ĞÕo hæu, có rßşu ngon không?",
npctalk5543_1,"Ái ái, ğ×ng ğùa chÑ, ta là ngß¶i chÑ không phäi quÖ ğâu. Thôi ği ği..",
npctalk5543_2,"Tiªn vào Tê Vân Ğµng",
npctalk5543_3,"Tê Vân Ğµng",
npctalk5544_1,"R¯t cuµc là bên ngoài vui h½n hay trong s½n ğµng an toàn h½n? M÷i ngß¶i hãy nói ta biªt xem nào!",
npctalk5544_2,"R¶i khöi Tê Vân Ğµng",
npctalk5544_3,"Tê Vân Ğµng",
npctalk5550_1,"Hi®n Løc Mang Tinh Tr§n tÕm th¶i trong trÕng thái bª phong. Mu¯n vßşt tr§n phäi kích hoÕt Minh viêm Ğînh. Khi Minh Viêm Ğînh hoÕt ğµng, yêu quái s¨ xu¤t hi®n ğ¬ luy®n hóa nguyên khí. Hãy tiêu di®t b÷n yêu quái ğó, nªu không Løc Mang Tinh Tr§n s¨ lÕi b¸ bª phong.",
npctalk5550_2,"Kích hoÕt Minh Viêm Ğînh",
,,
,,
npctalk5348_14,"Anh bÕn trë, giæa hai m¡t cüa anh xu¤t hi®n mµt lu°ng hào khí, xem ra anh cûng chÆng phäi là nhân v§t t¥m thß¶ng.",
npctalk5349_14,"Ta chính là S½n Kim, mµt trong mß¶i hai Kim Phøng · Nga Mi S½n, hôm nay ngß¶i phàm và chúng sinh cùng chúc m×ng hai nåm Talisman.",
npctalk5350_14,"Ngß¶i xu¤t gia l¤y lòng t× bi ph± ğµ chúng sanh, thí chü có mu¯n hành thi®n làm ni«m vui không?",
npctalk5373,"Thß½ng thành kim cß½ng khóa ğ¸nh",
npctalk5418,"Bäng dûng sî Nam Cß½ng",
npctalk5600,"Yêu quái trên Phi Lôi Lînh ngày càng ngang ngßşc, ğ¬ giæ sñ yên bình · mänh ğ¤t Kinh ThÕch Dø này c¥n phäi tìm ngß¶i giúp ğŞ. Nªu ğÕi hi®p có lòng trş giúp thì toàn dân thôn Kinh ThÕch Dø s¨ cäm tÕ ğÕi ½n ğÕi ğÑc cüa ngài.",
npctalk5601,"SuÜt! Nhö tiªng thôi, tai cüa b÷n Trß yêu r¤t thính, và hành tung cûng r¤t th¥n bí, phäi cho ngß¶i ngày ngày theo dõi chúng m¾i ğßşc.. Còn mu¯n biªt gì næa?",
npctalk5602,"Nªu nhß nhà cüa ngß½i c¥n ghª ğá, bàn ğá, tßşng ğá, ho£c là quan tài b¢ng ğá, chï c¥n là làm b¢ng ğá là ta có th¬ kh¡c ra ğßşc hªt, nhßng hi®n ta không ränh,  ta b§n ği®u kh¡c pho tß½ng ph§t ğ¬ tr¤n áp tà ma.",
npctalk5603,"L¥n này chúng ta quyªt không bö lÕi gia ğình, tuy®t ğ¯i không! Ğß¶ng ğß¶ng thân cao bäy trßşng, làm sao có th¬ b¸ yêu quái ğánh ngã ğßşc.",
npctalk5604,"Nam Mô A Di Ğà Ph§t! Ta không vào ğ¸a ngøc thì ai  vào ğ¸a ngøc? Ph± ğµ chúng sanh, l§p ğ¸a thành ph§t.",
npctalk5605,"H÷ ğ«u chªt hªt cä, chï còn có 1 mình ta s¯ng. Chúng ta phát hi®n ra mµt ği«u r¤t quan tr÷ng nhßng không ng¶ b÷n yêu quái s¾m phát hi®n, các huynh ğ® khác ğ«u ğã chªt trong tay b÷n chúng. Tình hình c¤p bách, phäi nghî cách thoát khöi ğây thôi.",
npctalk5606,"Gia sß là  Nga Mi Nhiêm Tiên Lı Nguyên Hóa, ta ğây cûng có duyên, nh§n ğßşc sñ chï dÕy cüa sß phø. Sß phø nói yêu quái · Phi Lôi Lînh này r¤t nhi«u, mu¯n tiêu di®t chúng nên bäo ta ğªn ğây thåm dò tình hình. Tình thª hi®n nay r¤t nguy hi¬m, ğÕo hÕnh cüa ta không ğü nên không dám manh ğµng. Cûng không biªt sao sß phø gi¶ này vçn chßa ğªn?",
npctalk5607,"Cút ği, cút ği, không th¤y ta ğang b¡t ma sao?  Các ngß½i chï là nhæng ngß¶i m¾i gia nh§p ğÕo, chï dña vào ğÕo hÕnh ¤y mà không biªt tr¶i cao ğ¤t dày, n½i ğây yêu quái nhi«u vô s¯, hay là các ngß½i hãy quay v« theo sß phø h÷c thêm r°i hãy ğªn ğây.",
npctalk5608,"Nh§n ğßşc l¶i m¶i cüa thôn dân ğªn ğây giáng ma tr× yêu. Ğªn ğây ğßşc vài ngày ta cûng n¡m rõ ğßşc tình hình cüa b÷n yêu ma, nhßng thª lñc cüa chúng quá mÕnh, mµt mình ta thª cô sÑc yªu, chï mong nh§n ğßşc sñ giúp ğŞ cüa các ğ°ng ğÕo.",
npctalk5610,"Tà Ma n½i này th§t nhi«u, ta phäi mau h÷c pháp thu§t cüa sß phø ğ¬ mai sau tên Xích Hà ta cûng s¨ lßu lÕi trong Chân Tu Gi¾i này.",
npctalk5635,"Chúng ta b¸ bao vây r°i, kh¡p n½i ğ«u là Vong H°n! Chúng ta nghe ngóng ğßşc tình hình yêu quái · ğây, ğúng lúc ği v« thì g£p phäi Vong H°n. SÑc t¤n công cüaVong H°n th§t mãnh li®t, th§t ğáng sş! ",
,,
npctalk5630_1,"Có th¬ dung hşp U Minh H°i Mµng Hß½ng",
npctalk5630_2,"Dung hşp U minh H°i Mµng Hß½ng",
npctalk5636,"Hãy th§n tr÷ng, yêu ma có th¬ xu¤t hi®n b¤t cÑ lúc nào! Có nghe th¤y tiªng ğµng gì không? Tai ta ngh­nh ngãng quá r°i..",
npctalk5637,"Thiên hÕ càng ngày càng loÕn, hi®n nay s¯ ngß¶i b¸ trúng thß½ng trong thôn không ít.",
npctalk5649,"Các loÕi bäo thÕch · Phi Lôi Lînh này ğ«u r¤t n±i tiªng, nªu kÏ hi®p c¥n ğá, chúng tôi có th¬ phø trách v§n chuy¬n ",
npctalk5669,"Cö xanh xa t§n chân tr¶i, bên h° r£ng li­u ng¶i ng¶i th¡m xinh, tuyªt sß½ng khe kh¨ rung mình, ğßa ta v« ch¯n vô hình xa xåm",
npctalk5677_1,"U ám m§t lâm",
npctalk5677_2,"Vào U ám m§t lâm",
npctalk5677_3,"Khuyên kÏ hi®p t¯t nh¤t không nên tò mò, bí m§t cüa Nha Nh¤t Tµc chúng tôi, nªu biªt ğßşc thì s¾m muµn gì cûng s¨ h¯i h§n!",
npctalk5677_4,"U ám m§t lâm",
npctalk5677_5,"R¶i khöi U ám m§t lâm",
npctalk5677_6,"Tuy ğây là thánh ğ¸a cüa Nha Nh¤t Tµc, nhßng thú th§t ta không thích n½i này cho l¡m, sau này nªu có c½ hµi hãy ğßa ta ra khöi n½i ğây..",
npctalk5694_1,"Huy«n ThÕch Gi¾i",
npctalk5694_2,"Vào Huy«n ThÕch Gi¾i",
