"ID","name","desc","talk_pre","talk_accept","talk_doing","talk_finish","task_failed","","","","","","",""
"99","Yêu ĞÕo Tà Pháp ","Thay Ti¬u ĞÕo Sî báo thù, tiêu di®t Yêu ĞÕo Vßu Thái Chân.","Ta ğã ğªn tr­ mµt bß¾c r°i... Hi«n ğ® cüa ta ğã mãi mãi r¶i xa ta! Yêu ĞÕo Vßu Thái Chân tu luy®n Tà Pháp tÕi Ğ¢ng vân Ğµng, ğÕo pháp cüa ta còn yªu kém, tuy®t nhiên không phäi là ğ¯i thü cüa lão. Nªu nhß ngß½i có th¬ giúp ğŞ, ta vô vàn cäm kích.","Yêu pháp cüaYêu ĞÕo Vßu Thái Chân quä th§t r¤t mÕnh! Ta nghî ngß½i hãy cùng ği v¾i vài ğÕo hæu.","Sao ngß½i còn · ğây? L¨ nào ngß½i ğã quên vi®c ta ğã üy thác?","Cu¯i cùng ta ğã báo thù ğßşc cho hi«n ğ® cüa ta r°i! Ğa tÕ ngß½i, trß¾c ğây ta ğã sai l¥m khi gia nh§p Tà ĞÕo. Bây gi¶ ta r¤t h¯i h§n, mong là có th¬ cho ta mµt c½ hµi hoàn lß½ng.","Vi®c này vô cùng ğ½n giän, sao ngß½i cûng không làm ğßşc?","","","","","","",""
"100","Dûng sî H± Träo S½n","Tiêu di®t Dã Thú, th¬ hi®n thñc lñc.","Tây Nam Nha Lâm TrÕi có hai thú huy®t, n½i ğó là n½i cß trú cüa S½n Lang và Ti¬u Kim Nhu, ngß¶i bình thß¶ng không lai vãng. Vài Ti¬u Thôn Dân còn loan truy«n r¢ng Lang Th¥n ğang s¯ng · ğó, nªu ngß½i là mµt kÏ hi®p thñc thø, hãy ğªn ğó tiêu di®t vài dã thú ğ¬ chÑng minh thñc hß cho cä thôn an lòng.","R¤t nhi«u ngß¶i chï biªt nói, thành công th§t sñ chï có vài ngß¶i.","Sao ngß½i còn · ğây? L¨ nào ngß½i quên nhi®m vø cüa mình?","R¤t t¯t, xem ra ta ğã sai, ta không nên ğánh giá th¤p nhà ngß½i.","Vi®c này vô cùng ğ½n giän, sao ngß½i cûng không làm ğßşc?","","","","","","",""
"101","Hi®p Nghîa Tâm Trß¶ng","B÷n Ğµc Xà trong Trúc Lâm càng ngày càng hung bÕo, ngay cä Hùng Miêu Nhân tính tình hi«n lành cûng b¸ chúng công kích. Hùng Miêu Nhân c¥n ngß¶i giúp ğŞ, ğánh bÕi Biªn D¸ Trúc Di®p Thanh, l¤y huyªt thanh ğ¬ tr¸ li®u vªt thß½ng ğµc xà.","$username$, cûng tÕi ta tham ån Trúc TØ · ğây nên m¾i b¸ b÷n Biªn D¸ Trúc Di®p Thanh t¤n công, ngß½i có häo tâm thì giúp ğŞ mµt kë ğánh thß½ng nhß ta v¾i. Ta ğã b¸ trúng ğµc, bây gi¶ không th¬ cØ ğµng ğßşc. Phi«n ngß½i giúp ta ği l¤y huyªt thanh cüa Trúc Di®p Thanh v« tr¸ b®nh. Xin ğa tÕ ngß½i!","Chï c¥n ğánh bÕi b÷n Biªn D¸ Trúc Di®p Thanh, l¤y huyªt thanh cüa chúng v«, là có th¬ giäi ğµc t¯ trên ngß¶i ta.","Ğã tìm ğßşc huyªt thanh chßa?","Huyªt Thanh cu¯i cùng ğã mang v« r°i! L¥n này ta ğßşc cÑu r°i, ta lÕi có th¬ tñ do hoÕt ğµng. Th§t ğa tÕ ngß½i!","Vçn chßa ğßşc à? Ta s¡p chªt r°i","","","","","","",""
"102","Tiêu Di®t Cñ Xà","Ğ¬ giúp Hùng Miêu Nhân tránh tai h÷a v« sau, ngß½i hãy tiêu di®t tri®t ğ¬ sào huy®t cüa ğµc xà, ğánh ğu±i Trúc Lâm Xà Vß½ng và b÷n hµ v®.","$username$, dã thú trên Vân Linh S½n g¥n ğây không biªt b¸ trúng tà hay sao mà ğ«u tr· nên hung bÕo b¤t an. Ta lo r¢ng khách qua ğß¶ng s¨ g£p chuy®n không may. Nhßng vªt thß½ng cüa ta c¥n ği«u tr¸ mµt th¶i gian, trß¾c m¡t không th¬ xu¤t thü ğßşc. Không biªt ngß½i có th¬ giúp ta tiêu di®t Trúc Lâm Xà Vß½ng và hµ v® cüa chúng không? Thanh lı ğÕo lµ cüa Vân Linh Trúc Häi, ğ¬ khách qua ğß¶ng không b¸ sát thß½ng là mµt nghîa cØ cao thßşng.","Trúc Lâm Xà Vß½ng hung hãn h½n các Xà Quái khác, nµi công thâm h§u, ngß½i phäi hªt sÑc c¦n th§n.","Trß¾c tiên hãy tiêu di®t b÷n Ğµc Xà hµ v® xung quanh, nhß v§y s¨ d­ dàng h½n.","$username$, kë hành ğÕo t¯t bøng nhß ngß½i, nh¤t ğ¸nh s¨ tu thành chánh quä. Ta chï có mµt món quà nhö mu¯n t£ng cho ngß½i, mong ngß½i chåm sóc nó c¦n th§n. Tuy r¢ng hi®n gi¶ còn nhö chßa nhi«u nång lñc, nhßng chï c¥n ngß½i chåm sóc nó chu ğáo, sau này ngß½i s¨ ğßşc ğ«n ğáp xÑng ğáng.","Vçn chßa ğßşc à? Ta chªt r°i s¨ không ai còn nói chuy®n v¾i ngß½i næa","","","","","","",""
"103","Truy«n Thß Ni Am","Giúp Hùng Miêu Nhân chuy¬n thß cho Bách Vân Sß Thái cüa BÕch Vân Am, thông báo cho biªt trong núi xu¤t hi®n d¸ biªn.","T× hành vi cüa b÷n Xà Yêu cho th¤y, ğây nh¤t ğ¸nh là mµt âm mßu có t± chÑc, phía sau nh¤t ğ¸nh còn có kë thao túng m÷i chuy®n. Sâu trong Trúc Häi có BÕch Vân Am, chü trì Bách Vân Sß Thái là ğ¡c ğÕo cao nhân, có th¬ thông hi¬u ti«n thª kim sinh. Hãy giúp ta mang lá thß này ğªn Sß Thái ğ¬ ngß¶i biªt r¢ng trong núi xu¤t hi®n  nhæng biªn d¸ khác thß¶ng, thïnh m¶i Sß Thái ğªn cÑu giúp sinh linh cüa Vân Linh S½n.","Ngß½i hãy mau ği ği! Ğ×ng lo cho ta, vªt thß½ng nhö này ta có th¬ ch¸u ğßşc mà.","BÕch Vân Am · g¥n vñc thÆm trên núi, ğß¶ng ği không xa l¡m.","Hùng Miêu Nhân nh¶ ngß½i ğem thß ğªn à? Ôi... sñ vi®c xem ra th§t nghiêm tr÷ng! Th§t may là h¡n không sao, Hùng Miêu Nhân có c½ duyên r¤t thân thiªt v¾i Tiên Gi¾i chúng ta, t× t× ngß½i s¨ biªt. ğ¯i v¾i nhæng sñ vi®c kÏ lÕ này, t× lâu ta ğã lßu tâm, nhßng không ng¶ lÕi biªn chuy¬n nhanh nhß thª.","Vçn chßa tìm ra cách ğßa thß àh? Ta th§t th¤t v÷ng v« ngß½i","","","","","","",""
"104","Ni Am Phích Tà ","Bách Vân Sß Thái phát ğµng Th¥n Tri Tiên Pháp ğ¬ tìm hi¬u tình hình khác lÕ trong núi, phäi b¡t ğßşc Trúc Di®p Thanh, l¤y Phích Tà Phù Chú ğ¬ Hµ Pháp.","$username$, ta phäi thñc hi®n Th¥n Tri Tiên Pháp, ği«u tra tï mï nhæng biªn chuy¬n ğang phát sinh · Vân Linh S½n, nhßng khi thi pháp, Ni Am không có ngß¶i bäo v®, ta lo b÷n Tà Linh xung quanh nhân c½ hµi này t¤n công, $username$ có th¬ giúp ta mµt chút ğßşc không?","Ta c¥n b¯ trí · Ni Am mµt vài phù chú phòng hµ, ngß½i giúp ta sån mµt vài Trúc Di®p Thanh. Trúc Di®p Thanh này và Biªn D¸ Trúc Di®p Thanh không gi¯ng nhau, ğ¸a ği¬m phân b¯ cûng khác. Phích Tà Phù Chú ta m¾i viªt tuy uy lñc không cao nhßng r¤t hæu hi®u. Ta ni®m chúng lên Trúc di®p Thanh hung ác, mµt m£t ğ¬ hóa giäi tính khí hung hãn cüa chúng, m£t khác có th¬ mßşn chúng ğ¬ luy®n phù chú. ","Trúc Di®p Thanh thß¶ng xu¤t hi®n tÕi khu giáp ranh Trúc Häi. Ği t× ğây ra ngoài là có th¬ nhìn th¤y.","Phù chú ğã l¤y v« chßa? Ta s¨ tiªn hành b¯ trí phù chú · ğây. V×a m¾i nh§n ğßşc tin tÑc cüa Doanh TrÕi Ği«u Thß½ng, phi«n ngß½i ğªn ğó giúp các Y Sß xØ lı vài sñ vø khó khån.","Vçn chßa ğßşc àh? Hãy nhanh lên mµt chút!","","","","","","",""
"105","CÑu TØ Phø Thß½ng","Giúp Doanh TrÕi Y Sß l¤y Xà Quái Th¬ D¸ch trên ngß¶i cüa Xà Thü TÕp D¸ch, ğ¬ chª tÕo dßşc thüy tr¸ li®u, cÑu nhæng thôn dân b¸ tr÷ng thß½ng.","Là Bách Vân ĞÕi Sß bäo ngß½i ğªn giúp sao? G¥n ğây thôn dân chiªn ğ¤u v¾i Xà Quái và b¸ thß½ng ğßa v« r¤t nhi«u, dßşc li®u tr¸ b®nh không ğü, $username$, phi«n ngß½i thu th§p mµt vài dßşc li®u mang v« ğây.","Chúng ta v¯n là thôn dân Vân Linh S½n cß trú g¥n ğây, dÕo này b²ng nhiên xu¤t hi®n b¥y Xà Quái, t¤n công thôn dân, vì thª h÷ b¸ thø thß½ng r¤t nhi«u. Chï có dùng dßşc li®u bào chª t× th¬ d¸ch trên ngß¶i Xà Quái m¾i tr¸ ğßşc.","T× ğây ği v« phía tây chính là Vân Linh S½n, b÷n Xà Quái chiªm cÑ toàn bµ S½n Thôn, làm loÕn kh¡p n½i, ngß½i phäi hªt sÑc c¦n th§n.","Ğã thu th§p ğßşc chßa? Giây phút khó khån ğã qua r°i, nhßng v« lâu dài mà nói, phäi tiêu di®t Xà Quái m¾i là thßşng sách.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"106","Tß¾c Nhßşc Xà Quái","Ğ¬ l¤y lÕi gia viên, nh¤t ğ¸nh phäi tiêu di®t Xà Quái, trß¾c m¡t Y Sß nh¶ các kÏ hi®p tiêu di®t Xà Thü Bµ Ğ¥u.","Tình trÕng vªt thß½ng cüa thôn dân ğã d¥n d¥n bình phøc, nhßng mu¯n chiªn ğ¤u l¤y lÕi gia viên thì chßa ğü sÑc. Tên Xà Thü Bµ Ğ¥u cß¶ng bÕo ğó, các tráng sî thôn dân không có cách nào ğ¸ch n±i, th§t là ğau ğ¥u! $username$, nhi®m vø này phi«n ngß½i ği giäi quyªt.","Sau khi Vân Linh S½n b¸ t¤n công, n½i ğó tr· thành sào huy®t cüa b÷n Xà Quái, Xà Thü Bµ Ğ¥u ğang · trong thôn, ği qua ğám Xà Thü TÕp D¸ch là th¤y.","Nªu cäm th¤y chiªn ğ¤u m¤t sÑc, thì có th¬ nghï · ğây mµt chút.","Nhu® khí cüa Xà Quái l¥n này ğã b¸ ğä kích nghiêm tr÷ng, hy v÷ng ngß½i có th¬ tiªp tøc ğánh bÕi yêu tà. ","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"107","Xà Phï Tinh Anh","— n½i sâu thÆm Vân Linh S½n có mµt ğµi quân Tinh Anh Xà Yêu, hãy ği tiêu di®t chúng.","Ğã phát hi®n ra bµ ph§n tinh nhu® nh¤t cüa kë ğ¸ch- Ğ¥u Møc Xà Phï, chúng ta quyªt tâm tiêu di®t t§n sào huy®t cüa Xà Quái ğ¬ giành lÕi thôn trang, xây dñng lÕi gia viên cüa chúng ta. ","L¥n chiªn ğ¤u này r¤t quan tr÷ng, sau khi tiêu di®t xong Ğ¥u Møc Xà Phï, m¾i có hy v÷ng l¤y lÕi thôn.","Ğ¥u Møc Xà Phï là ğµi quân tinh nhu® cüa Xà Quái, phäi c¦n th§n ğ¯i phó. ","Ğã tiêu di®t b÷n Ğ¥u Møc Xà Phï, $username$ th§t là tài nång. Ğây là chút ti«n thß·ng, ta thay m£t dân làng ğa tÕ ngß½i.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"108","Tß½ng Tá Linh V§t","Tiêu di®t Phi Ngô Công trên Ngô Công S½n.","$username$, qua Th¥n Tri Tiên Pháp ta phát hi®n nhæng khác lÕ · Vân Linh S½n phát sinh là do Vân Linh S½n Xà Huy®t. Ğ¬ tiêu di®t ğßşc chúng, nh¤t ğ¸nh phäi nh¶ vào Tiên Linh Ngô Công cüa Xan Hà ĞÕi Sß. Trß¾c ğây ĞÕi Sß có vi®c phäi vân du, ğ°ng tØ bäo hµ không giæ ğßşc Ngô Công, ğ¬ Ngô Công tr¯n lên Ngô Công S½n. Hi®n tÕi còn ğang b¸ Phi Ngô Công truy b¡t, ngß½i hãy mau ği tiêu di®t Phi Ngô Công, giúp ğ°ng tØ giäi nguy. ","Ngô Công S½n · phía ğông nam n½i này.","Mau ği ği! Nªu không b¡t lÕi ğßşc Tiên Linh Ngô Công thì s¨ gian nan l¡m ğ¤y. ","A! Là Bách Vân ĞÕi Sß bäo ngß½i ğªn giúp ta à? Th§t ğa tÕ ngß½i, l¥n này ta thoát nÕn r°i.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"109","C¥m T£c C¥m Vß½ng","Ğánh bÕi Xà QuÖ Tß¾ng Quân và hµ v® cüa chúng trong sâu thÆm Vân Linh S½n.","Ğã ğªn th¶i kh¡c quyªt ğ¸nh ğ¬ giành lÕi gia viên, $username$, xin ngß½i giúp ta tiêu di®t b÷n Xà QuÖ Tß¾ng Quân và hµ v® cüa chúng.","Bên cÕnh Xà QuÖ Tß¾ng Quân có r¤t nhi«u hµ v®, mu¯n tiªp c§n h¡n phäi tiêu di®t b÷n hµ v® trß¾c.","Nªu g£p b¤t cÑ chuy®n gì thì có th¬ v« ch² ta nghï ng½i.","Xà QuÖ Tß¾ng Quân ğã b¸ tiêu di®t, ta có th¬ an tâm xây dñng lÕi Gia Viên. $username$, ĞÕi ½n cüa ngß½i không biªt cäm tÕ thª nào. Chút lòng thành này bi¬u hi®n lòng cäm kích cüa toàn thôn ta. Còn có l¶i cüa BÕch Vân ĞÕi Sß sai ngß¶i mang ğªn, m¶i ngß½i sau khi xØ lı vi®c · ğây xong thì ğªn ch² ĞÕi Sß mµt chuyªn.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"110","Khai Quang Ph§t Châu","Ğánh ğ± Chí MÕng Ngô Công, giúp ğ® tØ Xan Hà ĞÕi Sß thu th§p Mänh VŞ Ph§t Châu.","$username$, vì ta b¤t c¦n nên ğã ğ¬ Chí MÕng Ngô Công l¤y c¡p m¤t Khai Quang Ph§t Châu, v¯n ğßşc dùng ğ¬ kh¯ng chª Tiên Linh Ngô Công. Vì m¤t tr¤n bäo nên Tiên Linh Ngô Công ğã chÕy lên Ngô Công S½n, ğßşc các Ngô Công tÕi ğây phong Vß½ng, hùng cÑ mµt cõi. Nªu mu¯n b¡t lÕi con tiên thú n±i loÕn này, ngß½i phäi ğªn Ngô Công S½n tìm Chí MÕng Ngô công ğoÕt lÕi Ph§t Châu. ","Chí MÕng Ngô Công không biªt tác døng kÏ di®u cüa Ph§t Châu, cûng không biªt quı tr÷ng, nªu nhß Ph§t Châu có b¸ hüy, ngß½i hãy mang nhæng mänh vŞ v« ğây.","Hãy mau giúp ta mang Ph§t Châu v« ğây! Nªu không ĞÕi Sß tr· v« ta không biªt phäi ån nói thª nào. ","Chí MÕng Ngô Công ngu xu¦n quä th§t ğã làm vŞ Pháp Châu! Cho dù chúng ta có c¯ g¡ng ghép các mänh vŞ lÕi v¾i nhau thì cûng khó tránh khöi sñ trách phÕt cüa ĞÕi Sß. M¯i thù này phäi nh¶ ngß½i giúp ğŞ, nhßng nhi®m vø tiªp theo khá khó, trß¾c m¡t ngß½i nên sang vùng lân c§n tu luy®n thêm.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"111","Tiêu Di®t Ğµc Khu¦n","Ma Cô trong Ğµng Huy®t ğã b¸ nhi­m tà, hãy ği tìm Ma Cô và l¤y Ma Cô Bào TØ mang v«. ","Ğşi lâu thª này cu¯i cùng cûng ğã có ngß¶i ğªn, Ğµng Huy®t này ğã b¸ Tà Linh làm ô nhi­m. Vài ğÕo hæu cüa ta vì b¸ nhi­m tà mà m¤t cä tâm tính, tr· nên vô cùng tàn ác. Hãy giúp ta tìm nhæng Nhi­m Tà Ma Cô, l¤y Nhi­m Tà Bào TØ cüa chúng. Có l¨ Bào TØ này còn lßu lÕi kı Ñc cüa ğÕo hæu ta trß¾c ğây, dña vào nhæng d¤u tích tàn dß, hy v÷ng có th¬ l¥n ra manh m¯i, giúp chúng ta tiêu di®t Ğµng Huy®t.","Ta nh¤t ğ¸nh phäi biªt chân tß¾ng cüa sñ vi®c, xin ngß½i giúp ta.","Vçn chßa l¤y ğßşc Bào TØ à? Có l¨ ta không th¬ ch¶ ğşi lâu h½n næa.","Có ğßşc nhæng bào tØ này, ta có th¬ b¡t ğ¥u nghiên cÑu kı Ñc cüa ğÕo hæu ta ğßşc r°i, ğa tÕ ngß½i.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"112","Tiên Linh Ngô Công","Thu phøc Tiên Linh Ngô Công","Xem ra ngß½i ğã ğü nång lñc thu phøc Tiên Linh Ngô Công r°i. Do chúng ta ğã ğem Ph§t Châu tr· v« (tuy r¢ng chï là nhæng mänh vŞ), nhßng uy lñc cüa Tiên Linh Ngô Công ğã có ph¥n sút giäm. Tuy nhiên phäi thu phøc linh thú này ğ¬ tránh gây h÷a cho nhân gian. Pháp lñc hi®n tÕi cüa ta còn yªu, sş không th¬ th¡ng n±i, $username$, ngß½i có th¬ trş giúp không?","Tiên Linh Ngô Công theo Xan Hà ĞÕi Sß r¤t lâu, h÷c ğßşc nhi«u bän lînh t× ĞÕi Sß, ngß½i phäi c¦n th§n ğ¯i phó.","Hãy ği nhanh v« nhanh, trß¾c khi ĞÕi Sß tr· v«...","Chï tÕi ta b¤t c¦n mà gây ra ğÕi h÷a, cûng may có ngß½i giúp ğŞ m¾i có th¬ tai qua nÕn khöi, ta vô cùng cäm kích. Nªu nhß không còn vi®c gì thì ngß½i có th¬ ğªn ch² cüa BÕch Vân ĞÕi Sß, ği«u tra v« h÷a Ğµc Xà.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"113","Tà Ác Ğµc Khu¦n","Cån nguyên cüa sñ nhi­m tà chính tÕi Tà Nhân Ğµc Khu¦n - · g¥n Thüy Ğàm tÕi S½n Ğµng phía ğông b¡c, hãy giúp ta di®t tr× chúng.","Ğã ği«u tra kÛ lßŞng, thì ra chính Tà Nhân Ğµc Khu¦n ğã gây ra m÷i vi®c! T× trong bào tØ lßu kı Ñc cüa ğÕo hæu, ta ğã hi¬u ğßşc t¤t cä. Và bây gi¶ chính là lúc báo thù cho h÷, mong ngß½i giúp mµt tay!","Trong Ğµng Huy®t này r¤t nguy hi¬m, ngß½i phäi c¦n th§n","Do h¤p thø nång lñc cüa Ma Cô khác nên Tà Nhân Ğµc Khu¦n mÕnh h½n Ma Cô thông thß¶ng, phäi c¦n th§n!","Th§t t¯t quá! Ğã tiêu di®t ğßşc Ğµc Khu¦n r°i, ğµng huy®t s¨ lÕi trong sÕch nhß xßa.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"114","Tª Ğàn Th¥n M§t","Thu th§p huyªt Xà Nhân, giao cho Vu Bà · Tª Ğàn.","$username$, trß¾c ğây ta t×ng phát ğµng Th¥n Tri Tiên Pháp ğ¬ thám xét Xà Huy®t trên ğïnh Vân Linh S½n, n½i Xà Linh cß trú ğó có mµt Tª Ğàn. Trên ğó có mµt thÕch tßşng không ng×ng phát tán khí tÑc Tà Ác và ğßşc quét phü Xà Huyªt. Xem ra Xà Nhân dùng thÕch tßşng này ğ¬ tª th¥n, ngß½i hãy thu th§p mµt ít Xà Huyªt, sau ğó nh¶ Vu Bà · Tª Ğàn thi pháp, xem có xäy ra vi®c gì không. Vu Bà v¯n không nhìn th¤y ğßşc, không th¬ phân bi®t ngß¶i và Xà Nhân, vì thª ngß½i cÑ an tâm nói chuy®n v¾i bà ¤y.","Xà Quái quanh khu vñc này ğ«u có th¬ l¤y ğßşc Xà Huyªt, ngß½i hãy ği thu th§p mµt ít.","Chï c¥n có ğü Xà Huyªt, Ta có th¬ b¡t ğ¥u nghi thÑc bái tª, Ha ha ha ... (tiªng cß¶i r«n rã cüa Vu Bà th§t chói tai)","Sao ta dß¶ng nhß ngØi th¤y mùi cüa ngß¶i chÑ không phäi Xà Nhân... Có gì ğó không ±n...","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"115","Vi­n C± ThÕch Tßşng","Kh·i ğµng Xà Yêu ThÕch Tßşng","(Vu Bà cß¶i nham hi¬m, c¤t tiªng nói): có bao nhiêu ğây Xà Huyªt là ğü r°i, nghi thÑc có th¬ b¡t ğ¥u. Nhìn th¤y phù chú trên thÕch tßşng không? Hãy chÕm vào nó sau ğó nghênh ğón ĞÕi Th¥n cüa chúng ta!","ChÕm vào ThÕch tßşng, ĞÕi Th¥n li«n xu¤t hi®n","CÑ cách mµt kHöang th¶i gian là ĞÕi Vß½ng s¨ ğªn thØ luy®n chúng ta, qua vi®c thØ luy®n này ngß½i s¨ có c½ hµi tr· thành kë thân tín cüa ĞÕi Vß½ng","Xem ra ngß½i ğã qua ğßşc cuµc thØ luy®n cüa ĞÕi Vß½ng, r¤t t¯t, r¤t t¯t!","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"116","QuÖ Höa Phiêu Lãng","Tìm QuÖ Höa ğang lßşn l¶ trong Ác QuÖ Quan TrÕi, thu th§p Mänh VŞ Phù Chú trên ngß¶i chúng, ğ¬ giäi thoát n±i th¯ng kh± cüa nhæng Cô H°n Dã QuÖ.","Ta và Thiên Niên Xà Yêu v¯n là mµt ğôi uyên ß½ng hÕnh phúc. Mµt hôm, th×a lúc ta ra ngoài buôn bán, QuÖ ĞÕo ğã b¡t cóc thê tØ cüa ta và biªn nàng thành Xà Yêu. QuÖ ĞÕo hung tàn còn dùng Vu Thu§t mê ho£c nàng, khiªn nàng ğÕi khai sát gi¾i, tàn sát chúng sinh. Không chï thª, lão ác ğ° ğó còn thi tri¬n c¤m l®nh trên ngß¶i ta, khiªn ta phäi ğµi l¯t quÖ dæ, ch¸u sñ dày vò ngàn nåm nay. Xin ngß½i hãy giúp ta thu th§p nhæng Mänh VŞ Phù Chú ğ¬ giái thoát n²i th¯ng kh± cüa ta.","Xung quanh Mµ Ğ¸a có nhi«u Yêu Quái läng vãng, ngß½i phäi hªt sÑc c¦n th§n!","Ta chï mu¯n thoát khöi trÕng thái ğau kh± hi®n nay, tr· v« ğÕo luân h°i.","Häo kÏ hi®p, cám ½n ngß½i. R¤t nhi«u ngß¶i mu¯n trß¶ng sinh b¤t tØ nhßng ta chï mu¯n s¯ng m¤y mß½i nåm bình l£ng cüa ğ¶i ngß¶i, ai ng¶ ngay cä ß¾c mu¯n này cûng không th¬ có ğßşc.","Tuy nh¡c ngß½i phäi c¦n th§n, nhßng hành ğµng không nên ch§m chÕp nhß v§y","","","","","","",""
"117","Vân Linh D¸ Biªn","Tiêu di®t b÷n thuµc hÕ cüa QuÖ Phong Yêu ĞÕo, Sát Huyªt H°n.","Häo kÏ hi®p, tuy ta ğã ğßşc giäi thoát, nhßng phù chú cüa QuÖ Phong Yêu ĞÕo không cho ta ğßşc ğ¥u thai. Ğ¬ giäi ğßşc phù chú này, c¥n phäi tiêu di®t QuÖ Phong Yêu ĞÕo, nhßng trß¾c m¡t phäi xØ lı b÷n thü hÕ, Sát Huyªt H°n.","Sát Huyªt H°n t§p trung tÕi Ác QuÖ Quan TrÕi, hình dÕng quái d¸, chï là mµt khô lâu biªt bay.","T¯c ğµ di chuy¬n cüa Sát Huyªt Hôn r¤t nhanh, häo kÏ hi®p, ngß½i phäi c¦n th§n!","Häo KÏ Hi®p, ân ğÑc cüa ngß½i  ta ğành kiªp sau ğ«n ğáp, hy v÷ng nß½ng tØ cüa ta có th¬ s¾m thoát khöi ma träo cüa QuÖ ĞÕo.","Vçn chßa ğßşc sao? S¡p không xong r°i!","","","","","","",""
"118","Oan Linh Du Ğãng","Theo tình báo t× Doanh TrÕi Y Sß, quanh vùng Ác QuÖ Quan TrÕi xu¤t hi®n r¤t nhi«u Oán QuÖ lßşn l¶ kh¡p n½i. Nªu mu¯n tìm hi¬u bí m§t bên trong, trß¾c tiên phäi tiêu di®t chúng.","$username$, trß¾c ğây lúc ta ği hái thäo dßşc có ghé qua Ác QuÖ Quan TrÕi · phía tây Vân Linh S½n Thôn, phát hi®n · ğó có r¤t nhi«u Oán QuÖ ği lÕi kh¡p n½i. Nªu ngß½i mu¯n ği«u tra bí m§t bên trong Quan TrÕi thì nên tiêu di®t chúng trß¾c.","Tuy Xà Nhân ğã không còn ğáng lo ngÕi, nhßng vçn còn nhi«u yêu quái khác ğang qu¤y nhi­u xung quanh, ngß½i hãy th¦n tr÷ng!","Nhæng Oán QuÖ này lúc sinh th¶i ğ«u là nhæng linh h°n b¸ hàm oan mà chªt, nên không cam tâm, vçn còn quyªn luyªn tr¥n gian mà chßa ch¸u ği ğ¥u thai.","Tiêu di®t xong Oán QuÖ, dß¶ng nhß chúng ta ğã g¥n tiªp c§n ğªn chân tß¾ng cüa sñ th§t.","Vçn chßa ğßşc sao? S¡p không xong r°i!","","","","","","",""
"119","QuÖ ĞÕo Phøc Tru","Tiêu di®t QuÖ Phong Yêu ĞÕo · Ác QuÖ Quan TrÕi, giäi thoát các linh h°n b¸ giam c¥m","Sau khi tiêu tr× b÷n träo nha cüa QuÖ Phong Yêu ĞÕo thì lão chÆng khác nào m¤t cä 2 cánh tay. Tuy nhiên, lão Yêu ĞÕo ğã tu thành VÕn Niên Ma Công, pháp thu§t vô biên, vô cùng lşi hÕi. Chï dña vào nång lñc cüa mµt mình ngß½i e là không ğ¯i phó n±i, t¯t nh¤t nên tìm vài ğÕo hæu cùng ği chuyªn này.","C¦n th§n nhé!","C¦n th§n! Häo kÏ hi®p!","Häo kÏ hi®p! Ta biªt l¤y gì cäm ½n ngß½i ğây, ğÕi ân ğÕi ğÑc cüa ngß½i ğ¯i v¾i ta nhß cao s½n nhß ğÕi häi, ti¬u nhân ğây chï biªt ğªn kiªp sau ğ«n ğáp.","Vçn chßa ğßşc sao? S¡p không xong r°i!","","","","","","",""
