short,备注,,bool,float[3],,string,,string,,,,string,string,,string,string,,string,string,string,string,string,string,string,float,int,float, ,string,string,,,,,,
,备注,名字,是否动态模型,模型缩放,模型透明度,模型文件,换皮肤,换材质,模型受击点,DOT受击点,模型门派,武器1,武器1连接,武器1收起link点,武器2,武器2连接,武器2收起link点,附身特效文件,link点名,头发,头,身体,手,脚,碰撞半径,移动方式,移动速度,消失方式,死亡模型文件,出生模型文件,waiting动作个数,头像,3D头像摄像机位置,3D头像摄像机目标位置,,备注
ID,,name,dynamic,modelScale,visible,act,replaceSkin,replaceMat,hitPoint,dotHitPoint,party,weapon1,weapon1Link,weapon1DrawInLink,weapon2,weapon2Link,weapon2DrawInLink,linkEffect,linkBone,hairSkin,headSkin,bodySkin,handSkin,footSkin,modelRadius,moveType,moveSpeed,vanishType,deadModel,bornModel,waitingPoseCount,headIcon,headCameraPos,headCameraLookAt,bCache,
5279,飞天蜈蚣,,0,1;1;1,1,mon003_3,,,B_mon03_00,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon003_3,,,,
5280,致命蜈蚣,,0,1;1;1,1,mon003_4,,,B_mon03_00,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon003_4,,,,
5281,食人男山民,,0,1;1;1,1,mon027_d,,mon027_d2,Bip_mon027 Spine,,5,iwmon027_d,Bwp01,,,,,,,,,,,,15,1,106,1,,,1,ic_mon027_d2,,,,
5282,食人女山民,,0,1;1;1,1,mon028_c,,mon028_c2,Bip_mon027 Spine,,5,iwmon027_c,Bwp01,,,,,,,,,,,,15,1,80,1,,,1,ic_mon028_c2,,,,
5283,毒须怪,,0,1.3;1.3;1.3,1,mon058_2,,,bmon058_01,,5,,,,,,,,,,,,,,15,2,100,1,,,1,ic_mon058_2,,,,
5284,残血鬼灵,,0,1;1;1,1,mon053_2,,,bip_mon053 Spine1,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon053_2,,,,
5285,神坛侍卫,,0,0.9;0.9;0.9,1,mon064,,mon064_2,Bip01 Spine1,,5,,,,,,,,,,,,,,15,2,60,1,,,1,ic_mon064_2,,,,
5286,血神护卫,,0,1;1;1,1,mon061,,mon061_2,Bip01 Spine,,5,,,,,,,eff_mon061_wait,,,,,,,15,2,80,1,,,1,ic_mon061_2,,,,
5287,污毒蜘蛛,,0,1;1;1,1,mon050,,mon050_2,Bmon050_00,,5,,,,,,,,,,,,,,15,2,160,2,,,1,ic_mon050_2,,,,
5288,坏狗狗,,0,2;2;2,1,mon009,,mon009_a,B01,,5,,,,,,,,,,,,,,15,2,106,1,,,1,ic_mon009,,,,
5289,柚子皮熊貓人,,0,1.2;1.2;1.2,1,npc151,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc151,,,,
5290,月餅熊貓大俠,,0,1.2;1.2;1.2,1,npc152,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc152,,,,
5291,中秋萌萌月兔,,0,1.2;1.2;1.2,1,npc153,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc153,,,,
5292,常娥,,0,1.2;1.2;1.2,1,npc150,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc150,,,,
5293,驿站邮件管理员,,0,1.2;1.2;1.2,1,npc008,,npc008_a,,,5,,,,,,,eff_xin,bip_npc008,,,,,,15,1,,1,,,1,ic_npc008_a,,,,
5294,朱洪之妻,,0,1;1;1,1,boss050,,,b_hit,,5,,,,,,,,,,,,,,20,1,120,1,,,1,ic_boss050,,,,
5295,赛跑门,,0,1;1;1,1,saipaodoor,,,,,5,,,,,,,,,,,,,,15,1,,3,,,0,ic_default_face,,,,
5296,一星仙珠,,0,1.2;1.2;1.2,1,npc183,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_it5526,,,,
5297,二星仙珠,,0,1.2;1.2;1.2,1,npc184,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_it5528,,,,
5298,三星仙珠,,0,1.2;1.2;1.2,1,npc185,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_it5527,,,,
5299,四星仙珠,,0,1.2;1.2;1.2,1,npc186,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_it5529,,,,
5650,小飞仙,,0,1;1;1,1,npc077,,,,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_npc077,,,,
5651,成都乡绅,,0,1;1;1,1,npc010,,,,,5,,,,,,,eff_cang,Bip_npc010,,,,,,15,1,,1,,,1,ic_npc010,,,,
5652,斗笠男(菲丽滨),,0,1;1;1,1,npc081,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc081,,,,
5653,浪人(菲丽滨),,0,1.2;1.2;1.2,1,npc019,,npc019_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_a,,,,
5654,族长(菲丽滨),,0,1.3;1.3;1.3,1,mon084,,,Bip01,,5,,,,,,,,,,,,,,20,1,80,1,,,1,ic_mon084,,,,
5655,布告栏,,0,1;1;1,1,npc028,,npc028_1,,,5,,,,,,,,,,,,,,15,1,80,1,,,0,ic_default_face,,,,
5656,烈炎天网,,0,3;3;3,1,eff_x_skill23_body,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_default_face,,,,
5657,寒冰地网,,0,3;3;3,1,eff_x_skill24_body,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_default_face,,,,
5658,月兔,,0,1;1;1,1,mon012_c,,,Bmon012,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon012_c,,,,
5659,火凤凰,,0,0.7;0.7;0.7,1,ride017_c,,,Bip01,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_ride017,,,,
5660,铁匠(无图标),,0,1;1;1,1,npc015,,,,,5,,,,,,,,bip_npc015,,,,,,15,1,,1,,,1,ic_npc015,,,,
5661,鬼道人乔瘦滕,,0,1.4;1.4;1.4,1,boss027a,,,Bip_boss027 Spine1,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss027_b,,,,
5662,追魂太岁,,0,1.2;1.2;1.2,1,boss035,,,Bip_boss035 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_boss035,,,,
5663,火蝙蝠,,0,1.2;1.2;1.2,1,boss036,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_boss036,,,,
5664,朱洪之妻,,0,1.2;1.2;1.2,1,boss050,,,b_hit,,5,,,,,,,,,,,,,,20,1,120,1,,,1,ic_boss050,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,小猿猴1,,0,1.2;1.2;1.2,1,mon030_d,,,Bip_mon030 Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon030_e,,,,
6001,小猿猴2,,0,1.2;1.2;1.2,1,mon030_e,,,Bip_mon030 Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon030_e,,,,
6002,孢子人,,0,6;6;6,1,mon192,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon192,,,,
6003,火山石兽,,0,2.5;2.5;2.5,1,mon193,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon193,,,,
6004,熔岩精灵,,0,0.7;0.7;0.7,1,mon194,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,4,eff_mon194_die,,1,ic_mon194,,,,
6005,流星巨人,,0,2.5;2.5;2.5,1,mon195,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon195,,,,
6006,流星巨人-陨石,,0,1;1;1,1,mon195_fly,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon195,,,,
6007,血祭者,,0,2.4;2.4;2.4,1,mon196,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,4,eff_mon196_die,,1,ic_mon196,,,,
6008,赛跑门,,0,1.2;1;1,1,saipaodoor,,,,,5,,,,,,,,,,,,,,15,1,,3,,,0,ic_default_face,,,,
6009,赛跑门,,0,1.2;1;1,1,saipaodoor,,,,,5,,,,,,,,,,,,,,15,1,,3,,,0,ic_default_face,,,,
6010,汉江巨猿,,0,1;1;1,1,boss058,,,bhit_head;bhit_hand_l;bhit_hand_r;bhit_foot_l;bhit_foot_r;,,5,,,,,,,,,,,,,,150,1,160,1,,,1,ic_boss058,,,,
6011,成都城巡逻NPC,,0,1;1;1,1,mon014,mon014_e,,Bip_mon014,,5,iwmon014_e,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_e,,,,
6012,瑞兽(百元银英BOSS)（大陆）,,0,3;3;3,1,mon146,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,4,eff_mon146_dead,,1,ic_mon146,,,,
6013,般罗蔓陀花蕊,,0,1;1;1,1,boss059_d,,,bone06;bone18;bone24;bone12;bone30;bone36;,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_boss059_d,,,,
6014,般罗蔓陀花瓣,,0,1;1;1,1,boss059_c,,,b_hit,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_boss059_c,,,,
6015,般罗蔓陀花枝,,0,1;1;1,1,boss059_b,,,bhit_1,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_boss059_b,,,,
6016,般罗蔓陀蛰刺,,0,1;1;1,1,boss059_a,,,b_hit,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_boss059_a,,,,
6017,般罗蔓陀花,,0,1;1;1,1,boss059_change,,,b_hit,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_boss059_d,,,,
6018,智者（大陆）,,0,1.2;1.2;1.2,1,npc147,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc147,,,,
6019,智者（大陆）,,0,1.2;1.2;1.2,1,npc147,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc147,,,,
6020,左火蛇,,0,1;1;1,1,boss060_a,,,b_hit,,5,,,,,,,,,,,,,,150,1,160,1,,,1,ic_boss060_a,,,,
6021,右冰蛇,,0,1;1;1,1,boss060_b,,,b_hit,,5,,,,,,,,,,,,,,150,1,160,1,,,1,ic_boss060_b,,,,
6022,PVE门,,0,3;3;3,1,npc193,,,b_hit,,5,,,,,,,,,,,,,,15,1,160,1,,,1,ic_default_face,,,,
6023,金猱首领,,0,2.7;2.7;2.7,1,mon030,,mon030_b,Bip_mon030,,5,,,,,,,,,,,,,,15,2,89,1,,,1,ic_mon030_b,,,,
6024,幽冥判官,,0,1;1;1,1,npc016,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc016,,,,
6025,蛇尾,,0,1.3;1.3;1.3,1,boss060_c,,,b_hit,,5,,,,,,,,,,,,,,150,1,160,1,,,1,ic_boss060_b,,,,
6026,火狼,,0,1;1;1,1,ride021_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6027,火狼,,0,1;1;1,1,ride021_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6028,火狼,,0,1;1;1,1,ride021_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6029,火狼,,0,1;1;1,1,ride021_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6030,圣诞男童,,0,0.85;0.85;0.85,1,npc199,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc199,,,1,
6031,圣诞女童,,0,0.8;0.8;0.8,1,npc200,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc200,,,1,
6032,驯鹿,,0,1;1;1,1,ride019a_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6033,驯鹿,,0,1;1;1,1,ride019a_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6034,驯鹿,,0,1;1;1,1,ride019a_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6035,驯鹿,,0,1;1;1,1,ride019a_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6036,紫驯鹿,,0,1;1;1,1,ride019b_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6037,紫驯鹿,,0,1;1;1,1,ride019b_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6038,紫驯鹿,,0,1;1;1,1,ride019b_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6039,紫驯鹿,,0,1;1;1,1,ride019b_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
6040,王者元神,,0,1.3;1.3;1.3,1,npc195,,,b_hit,,5,,,,,,,,,,,,,,15,1,50,1,,,1,ic_npc195,,,,
6041,绑定金管理员,,0,1.35;1.35;1.35,1,npc160,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc160,,,,
6042,衔烛之龙,,0,3;3;3,1,npc214,,,b_hit,,5,,,,,,,,,,,,,,15,1,50,1,,,1,ic_npc214,,,,
6043,虎爷,,0,0.85;0.85;0.85,1,npc201,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc201,,,1,
6044,虎妞,,0,0.8;0.8;0.8,1,npc202,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc202,,,1,
6045,白额虎王,,0,1;1;1,1,ride020_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride020,,,1,
6046,白额虎王,,0,1;1;1,1,ride020_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride020,,,1,
6047,白额虎王,,0,1;1;1,1,ride020_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride020,,,1,
6048,白额虎王,,0,1;1;1,1,ride020_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride020,,,1,
6049,九尾狐,,0,1;1;1,1,ride023a_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023a,,,1,
6050,九尾狐,,0,1;1;1,1,ride023a_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023a,,,1,
6051,九尾狐,,0,1;1;1,1,ride023a_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023a,,,1,
6052,九尾狐,,0,1;1;1,1,ride023a_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023a,,,1,
6053,九尾狐（紫）,,0,1;1;1,1,ride023b_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023b,,,1,
6054,九尾狐（紫）,,0,1;1;1,1,ride023b_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023b,,,1,
6055,九尾狐（紫）,,0,1;1;1,1,ride023b_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023b,,,1,
6056,九尾狐（紫）,,0,1;1;1,1,ride023b_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride023b,,,1,
6057,金龙,,0,1;1;1,1,ride024a_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024a,,,1,
6058,金龙,,0,1;1;1,1,ride024a_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024a,,,1,
6059,金龙,,0,1;1;1,1,ride024a_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024a,,,1,
6060,金龙,,0,1;1;1,1,ride024a_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024a,,,1,
6061,水龙,,0,1;1;1,1,ride024b_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024b,,,1,
6062,水龙,,0,1;1;1,1,ride024b_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024b,,,1,
6063,水龙,,0,1;1;1,1,ride024b_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024b,,,1,
6064,水龙,,0,1;1;1,1,ride024b_4,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ride024b,,,1,
6065,任务委托管理员,,0,1.5;1.5;1.5,1,npc130,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc130,,,,
6066,巨型八臂蜈蚣,,0,1.4;1.4;1.4,1,boss002,mon167,,Boss002_04,Boss002_04,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon167,,,,
6067,越南新手助手MM,,0,1.4;4.4;4.4,1,npc155,,,b_hit,,5,,,,,,,,,,,,,,15,1,40,1,,,1,ic_npc155,,,,
6068,百蛮山逍遥使者,,0,1.4;4.4;4.4,1,npc155,,,b_hit,,5,,,,,,,,,,,,,,15,1,40,1,,,1,ic_npc155,,,,
6069,骷髅魔,,0,1;1;1,1,boss064,,,Bip01 Spine1;Bip01 R Hand;Bip01 L Hand,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_boss064,,,,
6070,元神力任务管理员,,0,1.4;1.4;1.4,1,npc134,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc134,,,,
6071,晓月禅师,,0,1;1;1,0.6,boss005_d,,,Bip01 Spine,,5,iwboss005_d,Bwp01,,,,,,,,,,,,15,1,138,1,,,1,ic_boss005d,,,,
6072,冰镜仙子,,0,2.3;2.3;2.3,0.6,boss038,,,Bip_boss038 Spine,,5,,,,,,,,,,,,,,10,1,30,1,,,1,ic_boss038,,,,
6073,魔宫八魔邱舟令,,0,1;1;1,0.6,boss019,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_boss019,,,,
6074,戴家场乡勇,,0,1;1;1,1,mon095,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon095,,,,
6075,朱文,,0,1;1;1,1,npc011_c,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_c,,,,
6076,月龙卫士,,0,1.3;1.3;1.3,1,npc061_x,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_x,,,,
6077,营地医师,,0,1;1;1,1,npc006,,npc006_a,,bip_npc006 Head,5,,,,,,,eff_yao,Bip_npc006,,,,,,15,1,40,1,,,1,ic_npc006,,,,
6078,火龙珠,,0,1;1;1,1,npc252,,,,,5,,,,,,,,,,,,,,15,,,,,,,ic_npc252,,,,
6079,土龙珠,,0,1;1;1,1,npc254,,,,,5,,,,,,,,,,,,,,15,,,,,,,ic_npc254,,,,
6080,雷龙珠,,0,1;1;1,1,npc253,,,,,5,,,,,,,,,,,,,,15,,,,,,,ic_npc253,,,,
6081,凝碧崖行者唯清,,0,1.4;1.4;1.4,1,npc240_a,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_npc240_a,,,,
6082,凝碧崖行者唯善,,0,1.4;1.4;1.4,1,npc240_a,,npc240_b,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_npc240_b,,,,
6083,佛奴,,0,1.4;1.4;1.4,1,npc225,,,b_hit,Bip01 Head,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_npc255,,,,
6084,帮会布告栏,,0,1;1;1,1,npc028,,npc028_1,,,5,,,,,,,,,,,,,,15,1,80,1,,,0,ic_default_face,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,流星巨人-陨石,,0,1;1;1,1,mon195_fly1,,,,,5,,,,,,,,,,,,,,15,1,,1,,,0,ic_mon195,,,,
6665,周轻云,,0,1;1;1,1,npc011_c,,npc011_e,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_c,,,,
6666,李英琼,,0,1;1;1,1,npc011_c,,npc011_d,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc011_c,,,,
6667,吕村保镖,,0,0.6;0.6;0.6,1,mon094_c,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon094_c,,,,
6668,火焰蛛,,0,0.6;0.6;0.6,1,mon111,,,Bone63,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon111,,,,
6669,食人男山民,,0,0.6;0.6;0.6,1,mon027_d,,mon027_d2,Bip_mon027 Spine,,5,iwmon027_d,Bwp01,,,,,,,,,,,,15,1,106,1,,,1,ic_mon027_d2,,,,
6670,琉璃蝎偶,,0,0.6;0.6;0.6,1,mon112,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon112,,,,
6671,妖道尤太真,,0,0.6;0.6;0.6,1,boss007,,,bip_boss007,,5,iwboss007,Box01,,,,,,,,,,,,15,1,138,1,,,1,ic_boss007,,,,
6672,怨念剑灵,,0,0.6;0.6;0.6,1,mon200_b,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,4,eff_mon200_b_die,,1,ic_mon200_b,,,,
6673,吕村精兵,,0,0.6;0.6;0.6,1,mon093_d,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_d,,,,
6674,水怪,,0,0.8;0.8;0.8,1,mon059,,,Bone63,,5,,,,,,,,,,,,,,15,1,80,4,eff_mon059_die,,1,ic_mon059,,,,
6675,鬼头兵,,0,1;1;1,1,mon214,,,B_hit,,5,,,,,,,,,,,,,,15,1,90,4,eff_mon214_die,,1,ic_mon214,,,,
6676,妖变的雕像,,0,2.4;2.4;2.4,1,mon212,,,b_hit,,5,,,,,,,,,,,,,,15,1,,4,eff_mon212_die,,1,ic_mon212,,,,
6677,刀魂,,0,0.6;0.6;0.6,1,mon215,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon215,,,,
6678,罗枭部众,,0,0.6;0.6;0.6,1,mon216,,,b_hit,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon216,,,,
6800,滇西毒龙尊者,,0,2.0;2.0;2.0,1,boss026,,,Bip01 Spine,,5,,,,,,,,,,,,,,10,1,100,1,,,1,ic_boss026,,,,
6801,滇西巫医,,0,1.5;1.5;1.5,1,mon084,,,Bip01,,5,,,,,,,,,,,,,,20,1,80,1,,,1,ic_mon084,,,,
6802,鬼灵,,0,1.5;1.5;1.5,1,boss045,,,Bip01 Spine,,5,,,,,,,,,,,,,,10,1,80,4,eff_mon006_die,,1,ic_boss045,,,,
6803,万年火蛛,,0,1.5;1.5;1.5,1,boss047,,,boss047_00,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss047,,,,
6804,千年老蝎,,0,1.5;1.5;1.5,1,boss046,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss046,,,,
6806,柳燕娘,,0,1.5;1.5;1.5,0.5,mon204,,,b_hit,,5,,,,,,,,,,,,,,15,1,100,4,eff_mon204_die,,1,ic_mon204,,,,
6807,蛇妖元神,,0,1.5;1.5;1.5,1,boss001,,,Boss001_cat01,Boss001_cat29,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss001,,,,
6810,白骨神君,,0,3;3;3,1,mon222,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon222,,,,
6811,魔战机甲,,0,1.5;1.5;1.5,1,boss048,,,b_hit,,,,,,,,,,,,,,,,10,1,80,1,,,,ic_boss048,,,,
6812,绿袍老祖二阶元神,,0,2.8;2.8;2.8,1,boss053,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss053,,,,
6813,玉面真人  烈瑕,,0,1.3;1.3;1.3,1,mon100,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon100,,,,
6814,铁掌仙 况名杰,,0,1.5;1.5;1.5,1,mon098,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,131,1,,,1,ic_mon098,,,,
6815,草上飞  林童,,0,1.3;1.3;1.3,1,boss006,mon136,,bip_boss006,,5,iwboss006,Bwp01,,,,,,,,,,,,15,1,138,1,,,1,ic_mon136,,,,
6816,夜游枭神  雷启龙,,0,1;1;1,1,boss014,,,bip_boss014 Spine,,5,iwboss014,Bwp01,,,,,,,,,,,,15,1,170,1,,,1,ic_boss014,,,,
6817,山猿,,0,0.5;0.5;0.5,1,mon064,,mon064_a,Bip01 Spine1,,5,,,,,,,,,,,,,,15,2,60,1,,,1,ic_mon064_a,,,1,
6819,召唤_大妖,,0,5;5;5,1,mon198_a,,,b_hit,,5,,,,,,,,,,,,,,15,1,87,1,,,1,ic_mon198_a,,,,
6820,柳燕娘,,0,5;5;5,0.5,mon204,,,b_hit,,5,,,,,,,,,,,,,,15,1,100,4,eff_mon204_die,,1,ic_mon204,,,,
6821,牙一族祭师FB,,0,5;5;5,1,mon211_e,,,b_hit,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon211_e,,,,
6822,碧眼魔罗枭,,0,5;5;5,1,mon220,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,4,eff_mon220_die,,1,ic_mon220,,,,
6823,铁面佛,,0,5;5;5,1,mon221,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon221,,,,
6824,诡异的石头,,0,5;5;5,1,npc197,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc197,,,,
6825,鬼头兵,,0,5;5;5,1,mon214,,,B_hit,,5,,,,,,,,,,,,,,15,1,90,4,eff_mon214_die,,1,ic_mon214,,,,
6826,金牙族长,,0,5;5;5,1,mon211_d,,,b_hit,,5,,,,,,,,,,,,,,20,1,180,1,,,1,ic_mon211_d,,,,
6827,骷髅魔（副本）,,0,5;5;5,1,mon219_a,,,Bip01 Neck,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon219_a,,,,
6828,白骨神君,,0,5;5;5,1,mon222,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon222,,,,
