,"comment:
npc名字",npcId,AI类型,AI脚本,重生周期(秒),重生日程,派系ID,是否巡逻,巡逻路径,是否为闭合的环状巡逻路线,是否默认激活巡逻,是否主动攻击,是否首领,"随从id num;id num;",视野范围,控制范围,活动范围,胆量,UPDATA事件,特殊事件,关联npc响应,生命周期,备注
1372,长臂魔族长,5086,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1373,小赤蛛,5087,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1374,凝血刀客,5088,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1375,赤色蛮牛,5089,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1376,魔门斗士,5090,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1377,冰晶邪婴,5091,monster,,20,,0,0,,,,1,0,,100,800,100,1,,"OnBeCaptured;OnArrivePoint 1562|566;",,,
1378,魔门巫师,5092,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1379,滇边毒蝇,5093,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1380,夜行山鬼,5094,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1381,辛辰子亲兵,5095,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1382,唐石亲兵,5096,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1383,绿袍嫡传弟子,5097,monster,,20,,0,0,,,,1,0,,100,800,100,1,,"OnBeCaptured;OnArrivePoint 1774|1046;",,,
1384,镇龙亭守卫,5098,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1385,碧眼血魔,5099,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1386,薛萍,5100,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1387,钱青选,5101,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1388,师文恭,5102,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1389,史厉,5103,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1390,郑元规,5104,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1391,洞玄仙婆,5105,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1392,洪长豹,5106,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1393,雷卓子,5107,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1394,随引,5108,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1395,乔寿,5109,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1396,梅鹿子,5110,monster,,45,,0,0,,,,1,0,,200,800,100,1,,,,,
1397,智文石,5111,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1398,赤光原石,5112,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1399,黑煞落魂砂,5113,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1400,失心草,5114,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1401,玄铁矿石,5115,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1402,赤蛛卵,5116,null,,15,,0,0,,,,0,0,,200,10000,0,1,,"OnHpLower 5;",,,
1403,紫金鹏草,5117,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1404,石晶花,5118,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1405,冰魄银丝,5119,plant,,15,,0,0,,,,0,0,,60,800,0,1,,,,,
1406,易静,5120,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1407,佟元奇,5121,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1408,百合,5122,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1409,玄慧,5123,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1410,佛门弟子,5124,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1411,百花弟子,5125,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1412,陆敏,5126,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1413,姜庶,5127,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1414,司徒明,5128,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1415,尉迟火,5129,common,,30,,0,1,"1730 736;1720 739;1700 732;1686 715;1682 697;1662 696;1655 680;1655 656;1656 636;1655 612;1639 598;1615 591;1593 581;1575 577;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 1601;OnArrive 0;OnHpLower 80|60|40|20;",,,
1416,元觉大师,5130,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1417,孢子魔菌,5131,monster,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1418,百蛮山鬼,5132,monster,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1419,伤员,5133,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1420,巫蛊奴长老,5134,common,,30,,0,1,"1909 986;1918 990;1935 1006;1953 1022;1966 1041;1986 1050;1986 1067;1971 1085;1952 1095;1952 1115;1945 1138;1934 1159;1936 1162;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 1572;OnArrive 0;OnHpLower 80|60|40|20;",,,
1421,异兽狂热者,5135,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1422,冰凌仙参,5136,monster,,3600,,0,0,,,,1,0,,200,800,100,1,,"OnBeCaptured;OnArrivePoint 1428|1331;",,,
1423,灵芝,5137,monster,,3600,,0,0,,,,1,0,,200,800,100,1,,"OnBeCaptured;OnArrivePoint 1428|1331;",,,
1424,千年赤蛛,5138,monster,,30,,0,0,,,,1,0,,200,800,0,1,,,,9,
1425,仿制的幽幻蛊,5139,monster,,86400,,5139,0,,,,1,0,,500,10000,100,1,,OnEnterBattle;,,,
1426,银狐,5140,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,60,
1427,神鳄,5141,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,300,
1428,金刚猿猴,5142,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,300,
1429,飞天夜叉,5143,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,300,
1430,恶灵战士,5144,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,60,
1431,万骨毒龙,5145,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,300,
1432,铁砂掌乔断,5146,common,,0,,,,,,,1,0,,200,80000,0,1,,,,,
1433,江湖义士,5147,common,,0,,,,,,,1,0,,200,80000,0,1,,,,,
1434,厚甲硫磺兽,5148,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1435,赤身弩手,5149,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1436,熔岩巨人,5150,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1437,鬼魂,5151,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1438,牛头马面,5152,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1439,屠夫,5153,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1440,巨蛙人,5154,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1441,犀牛兽王,5155,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1442,极乐童子,5156,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1443,精晶药人,5157,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,,
1444,蝶蛹,5158,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,"OnHpLower 20",,,
1445,幼虫,5159,monster,,86400,,1462,,,,,1,0,,220,10000,0,1,,OnDead;,,,
1446,七彩蝶精,5160,monster,,86400,,1462,,,,,1,0,,220,10000,0,1,,,,,
1447,金护法,5161,monster,,86400,,1462,,,,,1,0,,200,1000,0,1,,"OnEnterBattle;OnHpLower 80|60|40|20;OnDead;",,,
1448,木护法,5162,monster,,86400,,1462,,,,,1,0,,200,1000,0,1,,"OnEnterBattle;OnHpLower 80|60|40|20;OnDead;",,,
1449,水护法,5163,monster,,86400,,1462,,,,,1,0,,200,1000,0,1,,OnDead;,,,
1450,火护法,5164,monster,,86400,,1462,,,,,1,0,,200,1000,0,1,,"OnEnterBattle;OnHpLower 80|60|40|20;OnDead;",,,
1451,土护法,5165,monster,,86400,,1462,,,,,1,0,,200,1000,0,1,,"OnEnterBattle;OnHpLower 80|60|40|20;OnDead;",,,
1452,列霸多,5166,monster,,86400,,1462,,,,,1,1,,250,1000,0,1,,OnDead;,,,
1453,辛晨子,5167,monster,,86400,,1462,1,"92 152;90 142;88 125;83 103;79 80;",,1,1,0,,250,1000,0,1,,OnDead;,,,
1454,唐石,5168,monster,,86400,,1462,,,,,1,0,,250,1000,0,1,,OnDead;,,,
1455,绿袍老祖二阶元神,5169,monster,,86400,,1462,,,,,1,0,,100,1000,0,1,,OnDead;,,,
1456,智文石,5170,common,,0,,,,,,,1,0,,200,80000,0,1,,,,6,
1457,凝神结界,5171,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1458,金护法元神,5172,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1459,木护法元神,5173,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1460,水护法元神,5174,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1461,火护法元神,5175,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1462,土护法元神,5176,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1463,金护法内室,5177,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1464,木护法内室,5178,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1465,水护法内室,5179,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1466,火护法内室,5180,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1467,土护法内室,5181,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1468,阴风洞尽头,5182,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1469,人间地狱,5183,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1470,厚甲硫磺兽,5184,monster,,300,,1462,1,"73 53;85 47;103 35;126 32;141 31;",,1,1,1,"5189 2",200,10000,100,1,,,,,
1471,厚甲硫磺兽,5185,monster,,300,,1462,1,"147 31;163 33;185 42;195 42;",,1,1,1,"5189 2",200,10000,100,1,,,,,
1472,厚甲硫磺兽,5186,monster,,300,,1462,1,"181 68;182 56;174 46;",,1,1,1,"5189 2",200,10000,100,1,,,,,
1473,厚甲硫磺兽,5187,monster,,300,,1462,1,"174 46;173 56;152 59;136 57;",,1,1,1,"5189 2",200,10000,100,1,,,,,
1474,厚甲硫磺兽,5188,monster,,300,,1462,1,"128 54;114 50;90 52;74 65;",,1,1,1,"5189 2",200,10000,100,1,,,,,
1475,赤身弩手,5189,monster,,300,,1462,0,,,0,1,0,,200,10000,100,1,,,,,
1476,九尾狐,5190,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1477,丹顶鹤,5191,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1478,骷髅,5192,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,OnCreate;,,8,
1479,骷髅战士,5193,monster,,86400,,1462,,,,,1,0,,200,10000,0,1,,,,15,
1480,凝神结界,5194,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1481,凝神结界,5195,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1482,凝神结界,5196,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1483,小熊猫,5197,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1484,小洋葱,5198,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1485,灵芝仙,5199,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1486,小野骡,5200,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1487,金毛猿,5201,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1488,黄金哈士奇,5202,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1489,雪橇哈士奇,5203,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1490,银光犀鸟,5204,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1491,热带犀鸟,5205,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1492,小灰兔,5206,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1493,小鼠,5207,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1494,山地鼠,5208,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1495,小年兽,5209,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1496,九尾狐,5210,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1497,丹顶鹤,5211,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1498,齐乐融融,5214,null,,,,,,,,,,,,,,,,,OnCreate;,,960,
1499,纨绔子弟(PK场),5212,monster,,300,,0,0,,,,1,0,,100,800,100,1,,,,,
1500,霹雳火(PK场),5213,monster,,300,,0,0,,,,1,0,,100,800,100,1,,,,,
1501,吕村守墓人,5215,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1502,月龙村仓库管理员,5216,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1503,月龙村栅栏,5217,door,,0,,0,0,,,,0,0,,0,0,0,1,,OnCreate;,,,
1504,小洋葱,5243,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1505,天化村巡逻NPC,5218,monster,,30,,5218,1,"161 522;156 531;151 553;145 576;132 582;109 590;85 596;63 606;45 622;33 643;26 667;14 688;-1 707;-15 727;-33 743;-49 759;-62 780;-74 800;-88 820;-102 839;-112 861;-122 881;-139 899;-155 917;-174 931;-197 937;-220 939;-244 942;-268 944;-287 946;",,1,1,1,"5229 2",60,800,100,1,,,,,
1506,云灵山巡逻NPC,5219,monster,,30,,5218,1,"280 -150;282 -140;287 -131;288 -110;297 -88;306 -65;300 -42;300 -18;300 6;300 30;303 54;308 77;321 98;320 122;329 145;346 162;369 168;386 160;395 165;396 182;",,1,1,1,"5230 2",60,800,100,1,,,,,
1507,成都城巡逻NPC,5220,monster,,30,,5218,1,"68 -394;77 -399;94 -410;108 -428;112 -451;113 -476;116 -498;140 -499;165 -499;189 -499;213 -499;234 -506;253 -521;272 -537;293 -547;297 -567;295 -590;272 -599;251 -611;232 -625;209 -629;187 -620;166 -608;143 -602;120 -604;",,1,1,1,"5231 2",60,800,100,1,,,,,
1508,黑风寨巡逻NPC,5221,monster,,30,,5218,1,"100 -700;90 -701;67 -694;49 -681;36 -660;29 -637;23 -619;27 -589;24 -566;23 -542;16 -518;3 -498;-20 -496;-42 -507;-63 -519;-85 -529;-109 -530;-133 -526;-155 -518;-177 -507;-200 -501;-224 -498;-248 -495;-272 -494;-296 -497;-320 -499;-344 -502;-368 -505;-392 -508;-416 -510;-435 -497;-444 -475;-446 -454;-446 -435;",,1,1,1,"5232 2",60,800,100,1,,,,,
1509,桂花山巡逻NPC,5222,monster,,30,,5218,1,"-578 -843;-582 -854;-578 -863;-559 -863;-536 -859;-512 -858;-487 -858;-463 -861;-439 -863;-422 -880;-403 -896;-381 -904;-360 -911;-345 -930;-345 -954;-336 -977;-327 -999;-314 -1020;-303 -1041;-299 -1064;",,1,1,1,"5233 2",60,800,100,1,,,,,
1510,雪山巡逻NPC,5223,monster,,30,,5218,1,"-1040 -875;-1050 -873;-1070 -870;-1093 -868;-1118 -868;-1142 -871;-1165 -875;-1189 -877;-1203 -894;-1205 -918;-1205 -935;-1192 -955;-1173 -970;-1150 -975;-1128 -981;-1104 -980;",,1,1,1,"5234 2",60,800,100,1,,,,,
1511,雪山巡逻NPC(2),5224,monster,,30,,5218,1,"-1139 -956;-1147 -962;-1162 -975;-1168 -998;-1167 -1022;-1160 -1045;-1151 -1068;-1143 -1090;-1142 -1115;-1145 -1139;-1145 -1163;-1145 -1188;-1144 -1212;-1144 -1236;-1142 -1260;-1136 -1284;-1130 -1308;-1129 -1314;",,1,1,1,"5235 2",60,800,100,1,,,,,
1512,青螺山巡逻NPC,5225,monster,,30,,5218,1,"-1078 -1440;-1068 -1445;-1048 -1459;-1033 -1478;-1019 -1498;-1013 -1521;-1012 -1545;-1030 -1559;-1049 -1547;-1068 -1531;-1092 -1527;-1116 -1526;-1140 -1528;-1157 -1544;-1174 -1551;-1199 -1549;-1223 -1551;-1227 -1574;-1226 -1598;-1224 -1622;-1222 -1647;-1221 -1672;-1218 -1696;-1205 -1714;-1181 -1714;-1156 -1713;-1134 -1704;-1110 -1710;-1087 -1716;-1066 -1710;-1043 -1710;-1019 -1715;-995 -1712;-971 -1708;-949 -1699;-925 -1703;-901 -1708;-883 -1704;-868 -1720;-860 -1743;-852 -1766;-852 -1786;-860 -1804;",,1,1,1,"5236 2",60,800,100,1,,,,,
1513,莽苍山巡逻NPC,5226,monster,,30,,5218,1,"868 -584;882 -587;906 -592;927 -603;949 -612;972 -618;996 -618;1020 -616;1043 -609;1067 -605;1087 -591;1107 -577;1125 -560;1145 -545;1164 -533;1186 -521;1194 -499;1207 -478;1218 -456;1239 -445;1261 -437;1282 -424;1302 -411;1322 -398;1346 -392;1367 -403;1380 -422;1377 -439;",,1,1,1,"5237 2",60,800,100,1,,,,,
1514,戴家场巡逻NPC,5227,monster,,30,,5218,1,"2733 -352;2739 -365;2746 -385;2755 -407;2766 -428;2774 -451;2776 -475;2779 -506;2778 -528;2781 -552;2780 -576;2773 -598;2755 -615;2732 -619;2708 -614;2685 -608;2672 -624;2656 -642;2637 -657;2614 -660;2590 -662;2566 -663;2543 -656;2520 -647;2497 -642;2473 -636;2450 -627;2429 -616;2411 -599;2393 -582;2376 -565;2353 -555;2330 -548;2312 -532;2291 -519;2270 -507;2246 -502;2222 -505;2202 -516;2201 -540;2198 -564;2180 -577;2157 -580;2135 -581;",,1,1,1,"5238 2",60,800,100,1,,,,,
1515,虎爪山巡逻NPC,5228,monster,,30,,5218,1,"-1 -958;6 -965;16 -970;31 -961;44 -959;65 -959;90 -962;114 -968;138 -970;152 -955;156 -933;159 -908;149 -894;132 -878;125 -857;139 -837;158 -821;177 -806;194 -789;207 -769;217 -747;237 -736;260 -732;279 -716;293 -713;306 -729;329 -728;335 -724;",,1,1,1,"5239 2",60,800,100,1,,,,,
1516,天化村巡逻NPC(跟班),5229,monster,,30,,5218,,,,,1,0,,60,800,100,1,,,,,
1517,云灵山巡逻NPC(跟班),5230,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1518,成都城巡逻NPC(跟班),5231,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1519,黑风寨巡逻NPC(跟班),5232,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1520,桂花山巡逻NPC(跟班),5233,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1521,雪山巡逻NPC(跟班),5234,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1522,雪山巡逻NPC(2)(跟班),5235,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1523,青螺山巡逻NPC(跟班),5236,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1524,莽苍山巡逻NPC(跟班),5237,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1525,戴家场巡逻NPC(跟班),5238,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1526,虎爪山巡逻NPC(跟班),5239,monster,,30,,5218,,,,1,1,0,,60,800,100,1,,,,,
1527,曰青霜白雪,5240,plant,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1528,被夺的粮草,5241,plant,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1529,修炼者牛二,5242,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1530,雪山村郎中(大陆),5244,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1531,雪山村药师(大陆),5245,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1532,桂花山药师(大陆),5246,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1533,元觉大师(mars),5289,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1534,武僧金钢,5290,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,OnCreate;,,,
1535,绿树鬼灵,5291,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,OnCreate;,,,
1536,村庄附近的动物或强盗,5292,common,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1537,枯木林,5293,common,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1538,旧村废墟及四门山南部,5294,common,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1539,四门山东部及西部,5295,common,,20,,0,0,,,,0,0,,60,800,0,1,,,,,
1540,小九尾狐,5296,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1541,小丹顶鹤,5297,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1542,月老,5298,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1543,牛郎,5299,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1544,织女,5300,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1545,帅气型男,5301,monster,,90,,0,0,,,,1,0,,150,1000,100,1,,,,,
1546,茯苓,2026,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1547,麻黄草,2027,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1548,银犀草,2028,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1549,黄精,2029,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1550,雪见草,2030,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1551,龙胆紫,2031,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1552,方解石,2032,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1553,菱辉石,2033,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1554,锰矾石,2034,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1555,翡翠石,2035,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1556,云母石,2036,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
1557,宝石商人,5302,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1558,李半仙(韩),5303,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1559,宝石商人,5304,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1560,可娜仙子,5305,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1561,行者亚当,5306,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1562,佛花,5307,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1563,初级赛跑管理员,5308,common,,5,,0,0,,,,0,0,,100,800,0,1,,OnStartRun;OnEndRun;,,3800,
1564,高级赛跑管理员,5309,common,,5,,0,0,,,,0,0,,100,800,0,1,,OnStartRun;OnEndRun;,,3800,
1565,比赛终点,5310,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,7500,
1566,比赛中途记录点,5311,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,7500,
1567,桂木小贼,5312,monster,,15,,0,0,,,,0,0,,100,800,100,1,,,,,
1568,坏狗狗,5313,monster,,60,,0,0,,,,0,0,,100,800,100,1,,,,,
1569,封印门,5314,door,,0,,0,0,,,,0,0,,0,0,0,1,,OnCreate;,,,
1570,常娥,5315,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1571,比赛中途记录点,5316,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,7500,
1572,厉鬼僵尸,5317,monster,,86400,,0,0,,,,1,0,,150,1000,100,1,,OnCreate;,,,
1573,月龙村观光使者,5318,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1574,成都西郊捷运驿站,5319,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1575,驿站邮件管理员,5320,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1576,荒灵潜伏者,5321,monster,,86400,,0,0,,,,1,0,,200,80000,0,1,,,,,
1577," 荒灵守卫",5322,monster,,86400,,0,0,,,,1,0,,200,80000,0,1,,,,,
1578,精英飞蜈蚣,5323,monster,,86400,,0,0,,,,1,0,,200,80000,0,1,,,,,
1579," 精英金角蟒",5324,monster,,86400,,0,0,,,,1,0,,200,80000,0,1,,,,,
1580,荒灵邪主,5325,monster,,86400,,0,0,,,,1,1,,200,2000,0,1,,,,,
1581,荒灵潜伏者和荒灵守卫,5326,monster,,86400,,0,0,,,,1,0,,200,2000,0,1,,,,,
1582,封印门,5327,door,,0,,0,0,,,,0,0,,0,0,0,1,,OnCreate;,,,
1583,一星仙珠,5328,plant,,30,,0,0,,,,1,0,,60,800,0,1,,,,30,
1584,二星仙珠,5329,plant,,30,,0,0,,,,1,0,,60,800,0,1,,,,30,
1585,三星仙珠,5330,plant,,30,,0,0,,,,1,0,,60,800,0,1,,,,30,
1586,四星仙珠,5331,plant,,30,,0,0,,,,1,0,,60,800,0,1,,,,30,
1587,月兔,5332,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1588,冤死鬼魂,5333,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1589,宠物商人,4793,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1590,逍遥子,5334,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
1591,斗笠男(菲丽滨),5335,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
1592,浪人(菲丽滨),5336,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
1593,族长(菲丽滨),5337,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
1594,布告栏,5338,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1595,云灵山营地斥候,5339,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1596,慧岸行者,5340,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1597,商队幸存者,5341,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1598,商队队长,5342,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1599,传送石,5343,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1600,传送石,5344,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1601,传送石,5345,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1602,传送石,5346,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1603,传送石,5347,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1604,楠木使者,5348,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1605,二周年使者,5349,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1606,小沙弥,5350,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1607,猪脸猫王,5351,monster,,86400,,4730,0,,,0,1,0,,200,1000,0,1,,OnCreate;,,,
1608,小猿猴,5352,monster,,86400,,5363,0,,,0,1,0,,200,1000,0,1,,OnCreate;,,11400,
1609,小猿猴,5353,monster,,86400,,5363,0,,,0,1,0,,200,1000,0,1,,OnCreate;,,11400,
1610,孢子人,5354,monster,,86400,,5354,0,,,0,1,0,,200,1000,0,1,,OnCreate;OnDead;,,11400,
1611,火山石兽,5355,monster,,86400,,,0,,,0,1,0,,200,1000,0,1,,OnCreate;,,11400,
